,predus_FPR,predus_TPR,ispred_FPR,ispred_TPR,dockpred_FPR,dockpred_TPR,rfscore_FPR,rfscore_TPR,logreg_FPR,logreg_TPR
27,0.022538552787663108,0.32075471698113206,0.12099644128113879,0.7169811320754716,0.08066429418742586,0.660377358490566,0.08066429418742586,0.5849056603773585,0.04033214709371293,0.6981132075471698
28,0.018979833926453145,0.32075471698113206,0.11862396204033215,0.7169811320754716,0.07829181494661921,0.660377358490566,0.07947805456702253,0.5849056603773585,0.04033214709371293,0.6981132075471698
29,0.018979833926453145,0.3018867924528302,0.11743772241992882,0.7169811320754716,0.07473309608540925,0.6415094339622641,0.07473309608540925,0.5849056603773585,0.03914590747330961,0.660377358490566
30,0.0166073546856465,0.3018867924528302,0.1162514827995255,0.7169811320754716,0.07473309608540925,0.6415094339622641,0.07354685646500593,0.5849056603773585,0.036773428232502965,0.660377358490566
31,0.011862396204033215,0.3018867924528302,0.11506524317912219,0.7169811320754716,0.07354685646500593,0.6226415094339622,0.0711743772241993,0.5849056603773585,0.036773428232502965,0.660377358490566
32,0.011862396204033215,0.3018867924528302,0.1103202846975089,0.7169811320754716,0.07354685646500593,0.6037735849056604,0.06998813760379596,0.5660377358490566,0.036773428232502965,0.660377358490566
33,0.009489916963226572,0.3018867924528302,0.10676156583629894,0.7169811320754716,0.07236061684460261,0.5849056603773585,0.06761565836298933,0.5660377358490566,0.036773428232502965,0.6415094339622641
34,0.009489916963226572,0.3018867924528302,0.10320284697508897,0.7169811320754716,0.066429418742586,0.5849056603773585,0.06524317912218268,0.5660377358490566,0.03440094899169632,0.6415094339622641
35,0.009489916963226572,0.3018867924528302,0.10201660735468565,0.7169811320754716,0.066429418742586,0.5849056603773585,0.06524317912218268,0.5471698113207547,0.033214709371293,0.6415094339622641
36,0.009489916963226572,0.2830188679245283,0.099644128113879,0.6981132075471698,0.06168446026097272,0.5849056603773585,0.06405693950177936,0.5471698113207547,0.028469750889679714,0.6415094339622641
37,0.009489916963226572,0.2830188679245283,0.09845788849347568,0.6981132075471698,0.05812574139976275,0.5849056603773585,0.06287069988137604,0.5471698113207547,0.028469750889679714,0.6226415094339622
38,0.00830367734282325,0.2830188679245283,0.09608540925266904,0.6981132075471698,0.054567022538552785,0.5849056603773585,0.05693950177935943,0.5471698113207547,0.027283511269276393,0.6037735849056604
39,0.00830367734282325,0.2830188679245283,0.09489916963226572,0.6981132075471698,0.051008303677342826,0.5849056603773585,0.05575326215895611,0.5471698113207547,0.027283511269276393,0.6037735849056604
40,0.00830367734282325,0.2830188679245283,0.09252669039145907,0.6981132075471698,0.04863582443653618,0.5849056603773585,0.05575326215895611,0.5471698113207547,0.02491103202846975,0.5849056603773585
41,0.00830367734282325,0.2830188679245283,0.09015421115065243,0.6981132075471698,0.045077105575326216,0.5849056603773585,0.05338078291814947,0.5471698113207547,0.02372479240806643,0.5660377358490566
42,0.00830367734282325,0.2830188679245283,0.08778173190984578,0.6981132075471698,0.045077105575326216,0.5849056603773585,0.05338078291814947,0.5471698113207547,0.02372479240806643,0.5660377358490566
43,0.0071174377224199285,0.2641509433962264,0.0830367734282325,0.6981132075471698,0.04033214709371293,0.5849056603773585,0.051008303677342826,0.5471698113207547,0.02372479240806643,0.5660377358490566
44,0.004744958481613286,0.24528301886792453,0.07947805456702253,0.6981132075471698,0.03914590747330961,0.5660377358490566,0.051008303677342826,0.5471698113207547,0.02372479240806643,0.5471698113207547
45,0.004744958481613286,0.24528301886792453,0.07947805456702253,0.6981132075471698,0.036773428232502965,0.5471698113207547,0.051008303677342826,0.5094339622641509,0.02372479240806643,0.5471698113207547
46,0.004744958481613286,0.22641509433962265,0.07947805456702253,0.6981132075471698,0.03440094899169632,0.5283018867924528,0.0498220640569395,0.5094339622641509,0.02372479240806643,0.5471698113207547
47,0.004744958481613286,0.22641509433962265,0.07354685646500593,0.6792452830188679,0.03440094899169632,0.5094339622641509,0.04863582443653618,0.5094339622641509,0.020166073546856466,0.5471698113207547
48,0.004744958481613286,0.22641509433962265,0.06998813760379596,0.6792452830188679,0.033214709371293,0.49056603773584906,0.04863582443653618,0.5094339622641509,0.020166073546856466,0.5471698113207547
49,0.004744958481613286,0.22641509433962265,0.06761565836298933,0.6792452830188679,0.03202846975088968,0.49056603773584906,0.046263345195729534,0.5094339622641509,0.020166073546856466,0.5283018867924528
50,0.004744958481613286,0.20754716981132076,0.066429418742586,0.660377358490566,0.02965599051008304,0.4716981132075472,0.042704626334519574,0.4716981132075472,0.018979833926453145,0.5283018867924528
51,0.004744958481613286,0.20754716981132076,0.06524317912218268,0.6415094339622641,0.02965599051008304,0.4528301886792453,0.042704626334519574,0.4716981132075472,0.018979833926453145,0.5283018867924528
52,0.004744958481613286,0.20754716981132076,0.06524317912218268,0.6415094339622641,0.027283511269276393,0.4528301886792453,0.042704626334519574,0.4716981132075472,0.017793594306049824,0.5283018867924528
53,0.004744958481613286,0.20754716981132076,0.060498220640569395,0.6415094339622641,0.02609727164887307,0.4528301886792453,0.04033214709371293,0.4716981132075472,0.0166073546856465,0.5094339622641509
54,0.004744958481613286,0.20754716981132076,0.05693950177935943,0.6415094339622641,0.02372479240806643,0.4528301886792453,0.04033214709371293,0.4716981132075472,0.01542111506524318,0.5094339622641509
55,0.004744958481613286,0.20754716981132076,0.05693950177935943,0.6226415094339622,0.021352313167259787,0.4528301886792453,0.03795966785290629,0.4716981132075472,0.01542111506524318,0.5094339622641509
56,0.004744958481613286,0.20754716981132076,0.05575326215895611,0.6226415094339622,0.021352313167259787,0.4339622641509434,0.03558718861209965,0.4716981132075472,0.014234875444839857,0.5094339622641509
57,0.0035587188612099642,0.16981132075471697,0.05219454329774614,0.6037735849056604,0.018979833926453145,0.4339622641509434,0.03558718861209965,0.4716981132075472,0.014234875444839857,0.5094339622641509
58,0.002372479240806643,0.16981132075471697,0.05219454329774614,0.6037735849056604,0.018979833926453145,0.39622641509433965,0.03440094899169632,0.4716981132075472,0.013048635824436536,0.5094339622641509
59,0.002372479240806643,0.16981132075471697,0.051008303677342826,0.6037735849056604,0.018979833926453145,0.37735849056603776,0.03084223013048636,0.4528301886792453,0.011862396204033215,0.5094339622641509
60,0.002372479240806643,0.16981132075471697,0.04744958481613286,0.6037735849056604,0.018979833926453145,0.3584905660377358,0.027283511269276393,0.4339622641509434,0.011862396204033215,0.5094339622641509
61,0.002372479240806643,0.16981132075471697,0.046263345195729534,0.6037735849056604,0.017793594306049824,0.3584905660377358,0.021352313167259787,0.41509433962264153,0.011862396204033215,0.5094339622641509
62,0.002372479240806643,0.16981132075471697,0.045077105575326216,0.5849056603773585,0.014234875444839857,0.3584905660377358,0.018979833926453145,0.41509433962264153,0.009489916963226572,0.5094339622641509
63,0.0011862396204033216,0.1509433962264151,0.04389086595492289,0.5849056603773585,0.013048635824436536,0.33962264150943394,0.018979833926453145,0.41509433962264153,0.009489916963226572,0.5094339622641509
64,0.0011862396204033216,0.1509433962264151,0.04151838671411625,0.5849056603773585,0.011862396204033215,0.33962264150943394,0.018979833926453145,0.41509433962264153,0.009489916963226572,0.49056603773584906
65,0.0011862396204033216,0.1320754716981132,0.04151838671411625,0.5283018867924528,0.009489916963226572,0.33962264150943394,0.017793594306049824,0.41509433962264153,0.009489916963226572,0.4716981132075472
66,0.0011862396204033216,0.1320754716981132,0.03914590747330961,0.5283018867924528,0.0071174377224199285,0.32075471698113206,0.017793594306049824,0.41509433962264153,0.00830367734282325,0.4339622641509434
67,0.0011862396204033216,0.1320754716981132,0.03914590747330961,0.5283018867924528,0.0071174377224199285,0.32075471698113206,0.011862396204033215,0.41509433962264153,0.0071174377224199285,0.41509433962264153
68,0.0011862396204033216,0.1320754716981132,0.036773428232502965,0.5094339622641509,0.0071174377224199285,0.3018867924528302,0.010676156583629894,0.39622641509433965,0.0071174377224199285,0.41509433962264153
69,0.0011862396204033216,0.1320754716981132,0.03558718861209965,0.49056603773584906,0.0071174377224199285,0.2830188679245283,0.010676156583629894,0.37735849056603776,0.0071174377224199285,0.39622641509433965
70,0.0011862396204033216,0.1320754716981132,0.03202846975088968,0.49056603773584906,0.005931198102016607,0.2641509433962264,0.010676156583629894,0.3584905660377358,0.0071174377224199285,0.39622641509433965
71,0.0011862396204033216,0.11320754716981132,0.03202846975088968,0.49056603773584906,0.005931198102016607,0.2641509433962264,0.010676156583629894,0.3584905660377358,0.0071174377224199285,0.39622641509433965
72,0.0011862396204033216,0.11320754716981132,0.03084223013048636,0.49056603773584906,0.005931198102016607,0.24528301886792453,0.010676156583629894,0.3584905660377358,0.0071174377224199285,0.37735849056603776
73,0.0011862396204033216,0.11320754716981132,0.03084223013048636,0.49056603773584906,0.005931198102016607,0.24528301886792453,0.010676156583629894,0.3584905660377358,0.0071174377224199285,0.37735849056603776
74,0.0011862396204033216,0.11320754716981132,0.03084223013048636,0.49056603773584906,0.005931198102016607,0.24528301886792453,0.009489916963226572,0.33962264150943394,0.0071174377224199285,0.37735849056603776
75,0.0011862396204033216,0.11320754716981132,0.03084223013048636,0.49056603773584906,0.004744958481613286,0.24528301886792453,0.009489916963226572,0.33962264150943394,0.0071174377224199285,0.37735849056603776
76,0.0011862396204033216,0.11320754716981132,0.02965599051008304,0.49056603773584906,0.004744958481613286,0.24528301886792453,0.00830367734282325,0.33962264150943394,0.0071174377224199285,0.3584905660377358
77,0.0011862396204033216,0.11320754716981132,0.02965599051008304,0.49056603773584906,0.004744958481613286,0.22641509433962265,0.00830367734282325,0.3018867924528302,0.0071174377224199285,0.3584905660377358
78,0.0011862396204033216,0.11320754716981132,0.028469750889679714,0.4716981132075472,0.004744958481613286,0.16981132075471697,0.00830367734282325,0.3018867924528302,0.004744958481613286,0.3584905660377358
79,0.0011862396204033216,0.11320754716981132,0.027283511269276393,0.4528301886792453,0.004744958481613286,0.16981132075471697,0.0071174377224199285,0.2641509433962264,0.004744958481613286,0.33962264150943394
80,0.0011862396204033216,0.11320754716981132,0.02609727164887307,0.4528301886792453,0.0035587188612099642,0.16981132075471697,0.0071174377224199285,0.2641509433962264,0.0035587188612099642,0.32075471698113206
81,0.0011862396204033216,0.11320754716981132,0.02491103202846975,0.4528301886792453,0.0035587188612099642,0.1509433962264151,0.0071174377224199285,0.2641509433962264,0.0035587188612099642,0.3018867924528302
82,0.0011862396204033216,0.11320754716981132,0.02372479240806643,0.4528301886792453,0.0035587188612099642,0.1509433962264151,0.005931198102016607,0.24528301886792453,0.0035587188612099642,0.3018867924528302
83,0.0011862396204033216,0.11320754716981132,0.022538552787663108,0.4339622641509434,0.0035587188612099642,0.1509433962264151,0.005931198102016607,0.22641509433962265,0.0035587188612099642,0.3018867924528302
84,0.0011862396204033216,0.11320754716981132,0.022538552787663108,0.4339622641509434,0.0035587188612099642,0.1509433962264151,0.005931198102016607,0.22641509433962265,0.0011862396204033216,0.3018867924528302
85,0.0011862396204033216,0.11320754716981132,0.022538552787663108,0.41509433962264153,0.0035587188612099642,0.1509433962264151,0.005931198102016607,0.20754716981132076,0.0,0.2830188679245283
86,0.0011862396204033216,0.11320754716981132,0.020166073546856466,0.39622641509433965,0.0035587188612099642,0.11320754716981132,0.005931198102016607,0.16981132075471697,0.0,0.2641509433962264
87,0.0011862396204033216,0.11320754716981132,0.018979833926453145,0.39622641509433965,0.0035587188612099642,0.11320754716981132,0.005931198102016607,0.1509433962264151,0.0,0.2641509433962264
88,0.0011862396204033216,0.11320754716981132,0.018979833926453145,0.37735849056603776,0.0035587188612099642,0.09433962264150944,0.004744958481613286,0.1509433962264151,0.0,0.2641509433962264
89,0.0011862396204033216,0.11320754716981132,0.017793594306049824,0.3584905660377358,0.002372479240806643,0.09433962264150944,0.004744958481613286,0.1509433962264151,0.0,0.2641509433962264
90,0.0011862396204033216,0.11320754716981132,0.0166073546856465,0.33962264150943394,0.002372479240806643,0.09433962264150944,0.0035587188612099642,0.1509433962264151,0.0,0.24528301886792453
91,0.0011862396204033216,0.11320754716981132,0.014234875444839857,0.33962264150943394,0.0011862396204033216,0.07547169811320754,0.0035587188612099642,0.1320754716981132,0.0,0.24528301886792453
92,0.0011862396204033216,0.11320754716981132,0.014234875444839857,0.32075471698113206,0.0,0.07547169811320754,0.002372479240806643,0.11320754716981132,0.0,0.22641509433962265
93,0.0011862396204033216,0.09433962264150944,0.010676156583629894,0.2830188679245283,0.0,0.07547169811320754,0.002372479240806643,0.11320754716981132,0.0,0.22641509433962265
94,0.0011862396204033216,0.09433962264150944,0.009489916963226572,0.2641509433962264,0.0,0.07547169811320754,0.002372479240806643,0.11320754716981132,0.0,0.22641509433962265
95,0.0011862396204033216,0.09433962264150944,0.00830367734282325,0.24528301886792453,0.0,0.07547169811320754,0.002372479240806643,0.11320754716981132,0.0,0.22641509433962265
96,0.0011862396204033216,0.09433962264150944,0.004744958481613286,0.24528301886792453,0.0,0.07547169811320754,0.002372479240806643,0.07547169811320754,0.0,0.1509433962264151
97,0.0011862396204033216,0.05660377358490566,0.004744958481613286,0.20754716981132076,0.0,0.07547169811320754,0.002372479240806643,0.07547169811320754,0.0,0.11320754716981132
98,0.0011862396204033216,0.05660377358490566,0.002372479240806643,0.1320754716981132,0.0,0.07547169811320754,0.0011862396204033216,0.03773584905660377,0.0,0.09433962264150944
99,0.0011862396204033216,0.05660377358490566,0.002372479240806643,0.03773584905660377,0.0,0.07547169811320754,0.0,0.03773584905660377,0.0,0.03773584905660377
100,0.0011862396204033216,0.05660377358490566,0.0,0.0,0.0,0.07547169811320754,0.0,0.03773584905660377,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
