,predus_FPR,predus_TPR,ispred_TPR,ispred_FPR,dockpred_TPR,dockpred_FPR,logreg_TPR,logreg_FPR,rfscore_TPR,rfscore_FPR
0.26,0.04414148326909916,0.301436515291937,0.6434198331788693,0.14575153981918382,0.4474050046339203,0.09294744804235854,0.5880444856348471,0.037423909519864566,0.47752548656163113,0.053794618737168176
0.27,0.04327702337643626,0.2942539388322521,0.6385542168674698,0.14267190145157224,0.4318813716404078,0.08862514857904405,0.5797034291010195,0.03582105680221878,0.4608433734939759,0.05042682707200231
0.28,0.0410258257392933,0.2824374420759963,0.6360055607043559,0.1400244930302921,0.42168674698795183,0.08466304073767245,0.5692771084337349,0.0346324244498073,0.44810009267840595,0.047131073731225014
0.29,0.03634333465403595,0.2567191844300278,0.633920296570899,0.13748514209559487,0.41334569045412417,0.08097107661275799,0.5576923076923077,0.033335734610812955,0.4330398517145505,0.04392536829593344
0.3,0.03547887476137305,0.25393883225208524,0.6285912882298424,0.13501782948528618,0.4052363299351251,0.07753124662320354,0.5509731232622799,0.03196700644743003,0.42075996292863765,0.04120592155026474
0.31,0.03425422324676728,0.2458294717330862,0.6253475440222428,0.1328026510103375,0.3943466172381835,0.07427151244462053,0.5435588507877664,0.030814393257212837,0.40755329008341057,0.03834239815581889
0.32,0.03324568670532723,0.24073215940685821,0.6221037998146431,0.13042538630551453,0.38067655236329934,0.07119187407700897,0.5349860982391103,0.029715808810287073,0.3943466172381835,0.03641537297842452
0.33,0.03171487231207002,0.23679332715477294,0.6193234476367007,0.127850016208623,0.37187210379981467,0.0682383027770774,0.5264133456904542,0.028437128552389872,0.3809082483781279,0.03439829989554443
0.34,0.03155278608219573,0.23517145505097312,0.6167747914735866,0.12561682815257716,0.36051899907321594,0.06562691351799158,0.518303985171455,0.02726650578107553,0.36631139944392954,0.032219140582790046
0.35,0.0309224507437957,0.2314643188137164,0.6132993512511585,0.12356373590750279,0.35032437442076,0.06323163923207147,0.5092678405931418,0.0262219500774412,0.35588507877664505,0.03023808666210424
0.36,0.030184057918812807,0.22822057460611678,0.6102873030583874,0.12161870114901127,0.3392029657089898,0.0602780679321399,0.5018535681186284,0.025231423117098296,0.3445319740500463,0.028509166876778447
0.37,0.02946367467492706,0.22381835032437442,0.6077386468952733,0.11963764722832547,0.3287766450417053,0.05788279364621979,0.4951343836886006,0.024204876994561107,0.3315569972196478,0.026978352483521234
0.38,0.02804091776825271,0.21478220574606116,0.6047265987025023,0.1178366891186111,0.3220574606116775,0.05536145229261968,0.48586654309545874,0.0233764362640925,0.31997219647822056,0.025339480603681158
0.39,0.0275006303353384,0.21084337349397592,0.6024096385542169,0.11581961603573102,0.31371640407784984,0.05267802470914527,0.47706209453197407,0.022241832654972444,0.30792400370713624,0.024132838670172532
0.4,0.02672621834816122,0.20481927710843373,0.5989341983317887,0.1141267154125995,0.30444856348470806,0.05046284623419659,0.468952734012975,0.021359363181212405,0.293790546802595,0.022836148831178186
0.41,0.025627633901235458,0.19601482854494903,0.5959221501390176,0.11252386269495372,0.2954124189063948,0.048265677340345065,0.4580630213160334,0.020332817058675214,0.28313253012048195,0.02162950689766956
0.42,0.024637106940892554,0.1897590361445783,0.5922150139017609,0.1107048950041422,0.2856811862835959,0.045834383892230664,0.4497219647822057,0.019252242192846596,0.27085264133456904,0.020386845801966647
0.43,0.022475957209235314,0.17817423540315105,0.5885078776645042,0.10910204228649642,0.2773401297497683,0.043619205417281995,0.4376737720111214,0.018459820624572274,0.25903614457831325,0.01887404098980658
0.44,0.021755573965349564,0.17191844300278036,0.5852641334569045,0.1073190937578792,0.2692307692307692,0.041800237726470485,0.4304911955514365,0.01766739905629795,0.24860982391102873,0.017433274502035082
0.45,0.021197276951338113,0.1696014828544949,0.5834105653382762,0.10569823145913626,0.26367006487488415,0.03983719338688182,0.4221501390176089,0.016766920001440765,0.23517145505097312,0.01613658466304074
0.46,0.018982098476389438,0.16172381835032437,0.5790083410565339,0.10420343622807333,0.255097312326228,0.038252350250333175,0.4128822984244671,0.015920469689875014,0.22706209453197404,0.014929942729532112
0.47,0.017235169109966503,0.15013901760889714,0.5762279888785913,0.10236645895616468,0.2453660797034291,0.03681158376256168,0.4029193697868397,0.015110038540503547,0.21848934198331788,0.013831358282606347
0.48,0.016748910420343623,0.1464318813716404,0.5739110287303059,0.10112379786046176,0.2391102873030584,0.03497460649065303,0.39202965708989806,0.01433562655332637,0.20783132530120482,0.012588697186903433
0.49,0.01649677628498361,0.14573679332715478,0.5715940685820204,0.09935885891294169,0.2319277108433735,0.03340777293520153,0.3841519925857275,0.01370529121492634,0.1974050046339203,0.011490112739977668
0.5,0.016100565500846452,0.14295644114921224,0.5678869323447636,0.09795411158736447,0.22451343836886006,0.03200302560962432,0.37650602409638556,0.013038936714332025,0.1860518999073216,0.010679681590606203
0.51,0.01575838346000072,0.13948100092678406,0.5639481000926784,0.09654936426178727,0.2205746061167748,0.03086842200050427,0.36677479147358666,0.012354572632640564,0.17608897126969417,0.009653135468069013
0.52,0.015488239743543564,0.13855421686746988,0.5609360518999074,0.09507257861182149,0.2129286376274328,0.029427655512732773,0.35704355885078776,0.011706227713143393,0.16658943466172382,0.00895076180528041
0.53,0.015001981053920687,0.13322520852641334,0.556997219647822,0.09352375463746714,0.20806302131603335,0.028148975254835572,0.3463855421686747,0.011039873212549076,0.15268767377201112,0.008248388142491805
0.54,0.014569751107589237,0.12928637627432807,0.5542168674698795,0.09208298814969564,0.20273401297497684,0.027032381226812664,0.3396663577386469,0.010787739077189065,0.14388322520852642,0.00778013903396607
0.55,0.014299607391132082,0.1274328081556997,0.5509731232622799,0.090624212080827,0.19717330861909174,0.025807729712206896,0.3313253012048193,0.01017541331988618,0.13276181649675625,0.007005727046788892
0.56,0.014047473255772071,0.126274328081557,0.5479610750695088,0.08927349349854122,0.19138090824837814,0.024745164427475416,0.3215940685820204,0.009671145049166156,0.12071362372567192,0.006249324640708857
0.57,0.013615243309440623,0.11793327154772938,0.5447173308619092,0.08792277491625544,0.18582020389249304,0.023610560818355365,0.314643188137164,0.009166876778446133,0.11051899907321594,0.005546950977920254
0.58,0.013327090011886323,0.11422613531047265,0.541241890639481,0.0865000180095811,0.17863762743280814,0.02276411050678961,0.3076923076923077,0.008752656413211829,0.10009267840593142,0.004970644382811655
0.59,0.01316500378201203,0.11283595922150139,0.5375347544022243,0.08504124194071246,0.17238183503243745,0.022043727262903864,0.3005097312326228,0.008428483953463243,0.09267840593141798,0.004538414436480207
0.6,0.012174476821669129,0.1082020389249305,0.5342910101946247,0.08385260958830097,0.16728452270620944,0.021107229045852393,0.2917052826691381,0.008014263588228938,0.08294717330861909,0.004124194071245903
0.61,0.011760256456434824,0.10287303058387395,0.5291936978683967,0.08257392933040378,0.1607970342910102,0.02015272124770378,0.28382761816496754,0.007564024060800346,0.07738646895273402,0.003764002449303029
0.62,0.010841767820480496,0.0963855421686747,0.525949953660797,0.08116918200482656,0.15477293790546803,0.01923423261174945,0.27664504170528265,0.00729388034434319,0.06788693234476367,0.003601916219428736
0.63,0.010211432482080467,0.09221501390176089,0.5236329935125116,0.07951230054388934,0.1494439295644115,0.018531858948960846,0.27224281742354034,0.007005727046788892,0.061631139944392954,0.0032237150163887188
0.64,0.009923279184526169,0.09059314179796107,0.5208526413345691,0.07826963944818643,0.14411492122335495,0.017937542772755107,0.2666821130676552,0.006699564168137449,0.05468025949953661,0.0030076000432229947
0.65,0.009509058819291863,0.08480074142724744,0.5157553290083411,0.07681086337931779,0.1417979610750695,0.016568814609372186,0.25857275254865614,0.006429420451680294,0.04610750695088044,0.0027014371645715522
0.66,0.00920289594064042,0.08341056533827618,0.5115848007414272,0.07562223102690631,0.13646895273401297,0.01570435471670929,0.25301204819277107,0.0061592767352231384,0.04031510658016682,0.002305226380434391
0.67,0.008770665994308972,0.07924003707136237,0.5074142724745134,0.07410942621474624,0.13276181649675625,0.014605770269783524,0.24930491195551435,0.005817094694377409,0.03498609823911029,0.0019990635017829487
0.68,0.008140330655908943,0.0757645968489342,0.5037071362372567,0.07261463098368331,0.1278962001853568,0.013687281633829197,0.24304911955514366,0.005564960559017397,0.03104726598702502,0.0018369772719086554
0.69,0.007942225263840363,0.07530120481927711,0.4988415199258573,0.07117386449591183,0.123725671918443,0.012840831322263444,0.23725671918443003,0.005240788099268811,0.025949953660797033,0.0016028527176457875
0.7,0.007618052804091777,0.07228915662650602,0.4939759036144578,0.07027338544105464,0.12001853568118628,0.012102438497280554,0.2310009267840593,0.004916615639520225,0.02340129749768304,0.0013687281633829197
0.71,0.006717573749234593,0.0669601482854495,0.49003707136237257,0.06921082015632317,0.11631139944392957,0.011436083996686237,0.22497683039851715,0.004592443179771638,0.018767377201112143,0.0011706227713143393
0.72,0.006627525843748874,0.0664967562557924,0.4856348470806302,0.06787811115513454,0.11190917516218721,0.010823758239383353,0.21825764596848934,0.004286280301120196,0.013901760889712697,0.0010265461225371897
0.73,0.006483449194971725,0.06510658016682114,0.48053753475440225,0.06661744047833447,0.1077386468952734,0.010301480387566186,0.21269694161260427,0.004016136584663041,0.011816496756255792,0.000900479054857184
0.74,0.006267334221806001,0.06371640407784986,0.4749768303985171,0.06515866440946584,0.10356811862835959,0.009905269603429025,0.206209453197405,0.0038180311925944603,0.009499536607970344,0.0007203832438857472
0.75,0.006195295897417426,0.06232622798887859,0.4691844300278035,0.06375391708388863,0.09986098239110287,0.00929294384612614,0.19879518072289157,0.0036919641249144545,0.007182576459684893,0.0006123257573028852
0.76,0.0057090372077945465,0.058155699721964785,0.46316033364226133,0.062259121852825706,0.09406858202038924,0.008788675575406116,0.1932344763670065,0.003403810827360156,0.005329008341056534,0.000450239527428592
0.77,0.005168749774880237,0.053985171455050975,0.45968489341983315,0.061088499081511365,0.08943466172381835,0.0084104743723661,0.1872103799814643,0.0032597341785830063,0.003938832252085264,0.00041422036523430463
0.78,0.005150740193783093,0.053521779425393885,0.4520389249304912,0.05955768468825415,0.08572752548656164,0.007996254007131795,0.18072289156626506,0.0031336671109030005,0.0027803521779425394,0.0003782012030400173
0.79,0.005060692288297374,0.05259499536607971,0.4469416126042632,0.057846774484025504,0.08271547729379054,0.007582033641897489,0.17516218721038,0.00293556171883442,0.0020852641334569047,0.00021611497316572416
0.8,0.005060692288297374,0.05213160333642261,0.44184430027803523,0.05609984511760256,0.07924003707136237,0.007059755790080322,0.1705282669138091,0.0027374563267658393,0.0011584800741427247,0.00016208622987429314
0.81,0.0048805964773259375,0.05097312326227989,0.43582020389249304,0.054767136116413935,0.07692307692307693,0.00660951626265173,0.16612604263206673,0.0024673126103086844,0.0009267840593141798,0.00012606706768000578
0.82,0.004754529409645931,0.04958294717330862,0.4309545875810936,0.05298418758779671,0.07460611677479147,0.006123257573028851,0.16126042632066728,0.0023772647048229656,0.0006950880444856349,7.203832438857472e-05
0.83,0.004664481504160213,0.04911955514365153,0.4237720111214087,0.05138133487015092,0.07182576459684893,0.005817094694377409,0.15639481000926783,0.0020350826639772357,0.0006950880444856349,5.402874329143104e-05
0.84,0.004628462341965926,0.048887859128822986,0.4165894346617238,0.04974246299031085,0.06742354031510658,0.005492922234628822,0.15013901760889714,0.0018729964341029429,0.00023169601482854495,3.601916219428736e-05
0.85,0.004556424017577351,0.04819277108433735,0.4101019462465246,0.047869466556207906,0.06441149212233549,0.005240788099268811,0.14318813716404077,0.0017829485286172243,0.00023169601482854495,1.800958109714368e-05
0.86,0.004448366530994489,0.045644114921223354,0.40013901760889714,0.04608651802759068,0.061631139944392954,0.00504268270720023,0.1371640407784986,0.0014947952310629255,0.00023169601482854495,0.0
0.87,0.004340309044411627,0.04494902687673772,0.3897126969416126,0.044033425782516296,0.057460611677479144,0.004718510247451645,0.1278962001853568,0.0013867377444800634,0.00023169601482854495,0.0
0.88,0.004304289882217339,0.04448563484708063,0.37812789620018533,0.04225047725389908,0.053985171455050975,0.004412347368800202,0.12001853568118628,0.001296689838994345,0.00023169601482854495,0.0
0.89,0.004016136584663041,0.04286376274328082,0.3658480074142725,0.039945250873464684,0.051899907321594066,0.004232251557828765,0.11306765523632993,0.0012606706768000576,0.00023169601482854495,0.0
0.9,0.003890069516983035,0.04240037071362372,0.35495829471733087,0.03760400533083601,0.04865616311399444,0.004016136584663041,0.10704355885078777,0.0011165940280229083,0.00023169601482854495,0.0
0.91,0.003854050354788748,0.04216867469879518,0.34151992585727525,0.035316788531498756,0.04633920296570899,0.003782012030400173,0.1031047265987025,0.0009905269603429025,0.00023169601482854495,0.0
0.92,0.0036739545438173107,0.040546802594995365,0.32506950880444857,0.032867485502287214,0.04355885078776645,0.003529877895040161,0.09731232622798888,0.000900479054857184,0.0,0.0
0.93,0.003331772502971581,0.036376274328081555,0.30792400370713624,0.030652307027338545,0.040546802594995365,0.003205705435291575,0.09128822984244671,0.0006663545005943162,0.0,0.0
0.94,0.0031876958541944313,0.035912882298424466,0.28637627432808155,0.02784281237618413,0.03822984244670992,0.003097647948708713,0.08619091751621873,0.0005222778518171667,0.0,0.0
0.95,0.003151676692000144,0.03568118628359592,0.2606580166821131,0.024420991967726832,0.037303058387395734,0.002881532975542989,0.08063021316033364,0.000450239527428592,0.0,0.0
0.96,0.0030616287865144255,0.03475440222428174,0.22520852641334568,0.020242769153189497,0.0345227062094532,0.0027194467456686956,0.07182576459684893,0.0003241724597485863,0.0,0.0
0.97,0.0029175521377372764,0.033364226135310475,0.17608897126969417,0.015578287649029283,0.03266913809082484,0.0025033317725029714,0.0639481000926784,0.00023412455426286786,0.0,0.0
0.98,0.0027914850700572705,0.03313253012048193,0.11862835959221502,0.00954507798148615,0.031278962001853566,0.0023772647048229656,0.05583873957367933,0.0001981053920685805,0.0,0.0
0.99,0.0027914850700572705,0.0319740500463392,0.04077849860982391,0.0028094946511544143,0.028498609823911027,0.0022692072182401036,0.04286376274328082,9.00479054857184e-05,0.0,0.0
1.0,0.0026834275834744085,0.03104726598702502,0.0004633920296570899,0.0,0.026181649675625578,0.0019990635017829487,0.0,0.0,0.0,0.0
1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
