threshold,Global_Dbmark_TPR,Global_Dbmark_FPR,Pred_Dbmark_sum,Ressum_Dbmark,Global_NOX_TPR,Global_NOX_FPR,Global_Total_TPR, Global_Total_FPR
0.51,0.226,0.03297023570986193,1244.0,1500.0,0.19665271966527198,0.03432888264230499,0.20673076923076922,0.033661843352590815
0.52,0.226,0.03297023570986193,1244.0,1500.0,0.19665271966527198,0.03432888264230499,0.20673076923076922,0.033661843352590815
0.53,0.226,0.03297023570986193,1244.0,1500.0,0.19665271966527198,0.03432888264230499,0.20673076923076922,0.033661843352590815
0.54,0.226,0.03297023570986193,1244.0,1500.0,0.19665271966527198,0.03432888264230499,0.20673076923076922,0.033661843352590815
0.55,0.226,0.03297023570986193,1244.0,1500.0,0.19665271966527198,0.03432888264230499,0.20673076923076922,0.033661843352590815
0.56,0.226,0.03293380451018252,1243.0,1500.0,0.19630404463040446,0.03432888264230499,0.2065018315018315,0.03364395714464576
0.57,0.226,0.03293380451018252,1243.0,1500.0,0.19630404463040446,0.03432888264230499,0.2065018315018315,0.03364395714464576
0.58,0.226,0.03293380451018252,1243.0,1500.0,0.19630404463040446,0.03432888264230499,0.2065018315018315,0.03364395714464576
0.59,0.226,0.03293380451018252,1243.0,1500.0,0.19630404463040446,0.03432888264230499,0.2065018315018315,0.03364395714464576
0.6,0.226,0.03293380451018252,1243.0,1500.0,0.19630404463040446,0.03432888264230499,0.2065018315018315,0.03364395714464576
0.61,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025825720309205904,0.16231684981684982,0.02700817399703089
0.62,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025825720309205904,0.16231684981684982,0.02700817399703089
0.63,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025825720309205904,0.16231684981684982,0.02700817399703089
0.64,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025825720309205904,0.16231684981684982,0.02700817399703089
0.65,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025825720309205904,0.16231684981684982,0.02700817399703089
0.66,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025825720309205904,0.16231684981684982,0.02700817399703089
0.67,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025685172171468727,0.16231684981684982,0.026936629165250674
0.68,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025685172171468727,0.16231684981684982,0.026936629165250674
0.69,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025685172171468727,0.16231684981684982,0.026936629165250674
0.7,0.17533333333333334,0.028234179751539218,1038.0,1500.0,0.15550906555090654,0.025685172171468727,0.16231684981684982,0.026936629165250674
0.71,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11715481171548117,0.01988756148981026,0.12316849816849818,0.021159383998998374
0.72,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11715481171548117,0.01988756148981026,0.12316849816849818,0.021159383998998374
0.73,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11715481171548117,0.01988756148981026,0.12316849816849818,0.021159383998998374
0.74,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11715481171548117,0.01988756148981026,0.12316849816849818,0.021159383998998374
0.75,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11715481171548117,0.01988756148981026,0.12316849816849818,0.021159383998998374
0.76,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11680613668061367,0.01988756148981026,0.12293956043956043,0.021159383998998374
0.77,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11680613668061367,0.01988756148981026,0.12293956043956043,0.021159383998998374
0.78,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11680613668061367,0.01988756148981026,0.12293956043956043,0.021159383998998374
0.79,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11680613668061367,0.01988756148981026,0.12293956043956043,0.021159383998998374
0.8,0.13466666666666666,0.022478050202193157,819.0,1500.0,0.11680613668061367,0.01988756148981026,0.12293956043956043,0.021159383998998374
0.81,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.82,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.83,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.84,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.85,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.86,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.87,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.88,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.89,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.9,0.09466666666666666,0.01766913184451164,627.0,1500.0,0.08054393305439331,0.014300773014757554,0.0853937728937729,0.015954497486987785
0.91,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.92,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.93,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.94,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.95,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.96,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.97,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.98,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
0.99,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
1.0,0.048666666666666664,0.012605195089074284,419.0,1500.0,0.04358437935843794,0.008468025298664793,0.04532967032967033,0.010499204063746445
1.01,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
