,predus_FPR,predus_TPR,predus_AUC,ispred_FPR,ispred_TPR,ispred_AUC,dockpred_FPR,dockpred_TPR,dockpred_AUC,rfscore_FPR,rfscore_TPR,rfscore_AUC,logreg_FPR,logreg_TPR,logreg_AUC
38,0.02804041277216489,0.21478220574606116,0.693,0.11783456696742126,0.6047265987025023,0.81,0.055360455274010845,0.3220574606116775,0.801,0.024906802096277488,0.32020389249304915,0.872,0.021593098852810345,0.26969416126042633,0.855
39,0.027500135069425686,0.21084337349397592,0.693,0.11581753021052821,0.6024096385542169,0.81,0.05267707601707278,0.31371640407784984,0.801,0.02323194121778594,0.31209453197405007,0.872,0.02056657121760585,0.2639017608897127,0.855
40,0.02672573702883282,0.20481927710843373,0.693,0.11412466007527869,0.5989341983317887,0.81,0.05046193743584202,0.30444856348470806,0.801,0.021935274731211842,0.29958294717330863,0.872,0.019558052839159328,0.2560240963855422,0.855
41,0.02562717236659643,0.19601482854494903,0.693,0.11252183622381905,0.5959221501390176,0.81,0.048264808111369246,0.2954124189063948,0.801,0.02062059898787977,0.2866079703429101,0.872,0.018747636285050516,0.24976830398517144,0.855
42,0.024636663244907882,0.1897590361445783,0.693,0.11070290129126371,0.5922150139017609,0.81,0.045833558449042806,0.2856811862835959,0.801,0.019089812163452013,0.2715477293790547,0.872,0.017793145676877915,0.24189063948100092,0.855
43,0.02247555243395105,0.17817423540315105,0.693,0.10910007743980406,0.5885078776645042,0.81,0.04361841986781206,0.2773401297497683,0.801,0.01712680317683289,0.25764596848934196,0.872,0.017054766149800997,0.2360982391102873,0.855
44,0.021755182163632106,0.17191844300278036,0.693,0.10731716102076468,0.5852641334569045,0.81,0.041799484935256724,0.2692307692307692,0.801,0.01561402560916311,0.2411955514365153,0.872,0.01631638662272408,0.23007414272474513,0.855
45,0.021196895204134925,0.1696014828544949,0.693,0.10569632791254704,0.5834105653382762,0.81,0.0398364759486376,0.26367006487488415,0.801,0.014587497973958615,0.2272937905468026,0.872,0.015632034865921084,0.22451343836886006,0.855
46,0.01898175662290417,0.16172381835032437,0.693,0.10420155960163524,0.5790083410565339,0.81,0.03825166135393592,0.255097312326228,0.801,0.013578979595512092,0.21617238183503243,0.872,0.014983701622634033,0.2170991658943466,0.855
47,0.017234858717380733,0.15013901760889714,0.693,0.10236461541232193,0.5762279888785913,0.81,0.03681092081329804,0.2453660797034291,0.801,0.012300322365695967,0.20018535681186284,0.872,0.014047220271219407,0.20945319740500462,0.855
48,0.016748608784915447,0.1464318813716404,0.693,0.10112197669602176,0.5739110287303059,0.81,0.03497397662398473,0.2391102873030584,0.801,0.011345831757523368,0.18697868396663578,0.872,0.013633007365786013,0.2004170528266914,0.855
49,0.016496479190303816,0.14573679332715478,0.693,0.09935706953374034,0.5715940685820204,0.81,0.033407171286041024,0.2319277108433735,0.801,0.010733517027752265,0.17747914735866543,0.872,0.013182775946836674,0.1927710843373494,0.855
50,0.016100275541628396,0.14295644114921224,0.693,0.0979523475066184,0.5678869323447636,0.81,0.03200244925891908,0.22451343836886006,0.801,0.010031156014191295,0.164967562557924,0.872,0.012570461217065572,0.18628359592215013,0.855
51,0.015758099663226898,0.13948100092678406,0.693,0.09654762547949645,0.5639481000926784,0.81,0.03086786608316675,0.2205746061167748,0.801,0.00920273020332451,0.15848007414272475,0.872,0.012030183514326364,0.18164967562557924,0.855
52,0.015487960811857295,0.13855421686746988,0.693,0.09507086642534263,0.5609360518999074,0.81,0.02942712554252886,0.2129286376274328,0.801,0.008392313649215697,0.14782205746061167,0.872,0.011489905811587155,0.17191844300278036,0.855
53,0.015001710879392007,0.13322520852641334,0.693,0.0935220703441569,0.556997219647822,0.81,0.028148468312712734,0.20806302131603335,0.801,0.0075458785815909375,0.13670064874884152,0.872,0.010967637365605921,0.1670528266913809,0.855
54,0.014569488717200641,0.12928637627432807,0.693,0.092081329803519,0.5542168674698795,0.81,0.02703189439371837,0.20273401297497684,0.801,0.006771480540998073,0.12303058387395736,0.872,0.010391341149350766,0.16149212233549584,0.855
55,0.014299349865831036,0.1274328081556997,0.693,0.09062258000612315,0.5509731232622799,0.81,0.025807264934176167,0.19717330861909174,0.801,0.006195184324742918,0.11075069508804448,0.872,0.009887081960127506,0.15430954587581094,0.855
56,0.014047220271219407,0.126274328081557,0.693,0.08927188574927512,0.5479610750695088,0.81,0.024744718785455724,0.19138090824837814,0.801,0.005546851081455868,0.10148285449490269,0.872,0.009382822770904244,0.14828544949026876,0.855
57,0.01361499810902804,0.11793327154772938,0.693,0.08792119149242711,0.5447173308619092,0.81,0.023610135609703386,0.18582020389249304,0.801,0.00495254560844274,0.09059314179796107,0.872,0.008734489527617195,0.14249304911955515,0.855
58,0.013326850000900463,0.11422613531047265,0.693,0.08649846020854719,0.541241890639481,0.81,0.02276370054207863,0.17863762743280814,0.801,0.004538332703009347,0.08317886932344763,0.872,0.00841032290597367,0.1380908248378128,0.855
59,0.0131647666900787,0.11283595922150139,0.693,0.08503971041115133,0.5375347544022243,0.81,0.022043330271759684,0.17238183503243745,0.801,0.003871990202964324,0.07530120481927711,0.872,0.007888054459992437,0.13206672845227063,0.855
60,0.012174257568390152,0.1082020389249305,0.693,0.08385109946512508,0.5342910101946247,0.81,0.021106848920345058,0.16728452270620944,0.801,0.0035298143245628254,0.06510658016682114,0.872,0.007527869324832964,0.1258109360518999,0.855
61,0.01176004466295676,0.10287303058387395,0.693,0.08257244223530895,0.5291936978683967,0.81,0.020152358312172457,0.1607970342910102,0.801,0.0032056477029193007,0.05885078776645042,0.872,0.0072397212167053865,0.11978683966635774,0.855
62,0.010841572568300106,0.0963855421686747,0.693,0.08116772020818701,0.525949953660797,0.81,0.019233886217515803,0.15477293790546803,0.801,0.002773425540727934,0.05213160333642261,0.872,0.006789489797756046,0.11677479147358666,0.855
63,0.01021124858177103,0.09221501390176089,0.693,0.07951086858645344,0.5236329935125116,0.81,0.018531525203954832,0.1494439295644115,0.801,0.0023231941217785944,0.0458758109360519,0.872,0.006447313919354548,0.1123725671918443,0.855
64,0.009923100473643453,0.09059314179796107,0.693,0.07826822987015326,0.5208526413345691,0.81,0.017937219730941704,0.14411492122335495,0.801,0.002017036756893043,0.03938832252085264,0.872,0.005961063986889261,0.10611677479147359,0.855
65,0.00950888756821006,0.08480074142724744,0.693,0.0768094800727574,0.5157553290083411,0.81,0.01656851621733571,0.1417979610750695,0.801,0.0016928701352495181,0.03498609823911029,0.872,0.005582869594971816,0.10148285449490269,0.855
66,0.00920273020332451,0.08341056533827618,0.693,0.07562086912673115,0.5115848007414272,0.81,0.01570407189295298,0.13646895273401297,0.801,0.001476759054153835,0.02896200185356812,0.872,0.005312730743602212,0.09569045412418907,0.855
67,0.008770508041133142,0.07924003707136237,0.693,0.07410809155906135,0.5074142724745134,0.81,0.014605507230716588,0.13276181649675625,0.801,0.0012606479730581518,0.02201112140871177,0.872,0.00495254560844274,0.09012974976830398,0.855
68,0.008140184054604066,0.0757645968489342,0.693,0.07261332324814955,0.5037071362372567,0.81,0.013687035136059934,0.1278962001853568,0.801,0.0010085183784465214,0.016450417052826693,0.872,0.004646388243557189,0.0871177015755329,0.855
69,0.007942082230266358,0.07530120481927711,0.693,0.07117258270751166,0.4988415199258573,0.81,0.012840600068435175,0.123725671918443,0.801,0.0007743980405928647,0.010426320667284522,0.872,0.004286203108397717,0.08317886932344763,0.855
70,0.007617915608622832,0.07228915662650602,0.693,0.07027211986961299,0.4939759036144578,0.81,0.012102220541358259,0.12001853568118628,0.801,0.0005582869594971815,0.007877664504170528,0.872,0.003980045743512166,0.07877664504170528,0.855
71,0.0067174527707241525,0.0669601482854495,0.693,0.06920957372089254,0.49003707136237257,0.81,0.011435878041313236,0.11631139944392957,0.801,0.0003781943919174456,0.003475440222428174,0.872,0.003547823581320799,0.07506950880444857,0.855
72,0.006627406486934284,0.0664967562557924,0.693,0.0678768887208025,0.4856348470806302,0.81,0.010823563311542132,0.11190917516218721,0.801,0.00025212959461163036,0.0013901760889712697,0.872,0.003367731013741063,0.07043558850787766,0.855
73,0.006483332432870495,0.06510658016682114,0.693,0.06661624074774435,0.48053753475440225,0.81,0.010301294865560898,0.1077386468952734,0.801,0.00012606479730581518,0.0011584800741427247,0.872,0.00315161993264538,0.06580166821130677,0.855
74,0.006267221351774812,0.06371640407784986,0.693,0.06515749095034848,0.4749768303985171,0.81,0.00990509121688548,0.10356811862835959,0.801,5.4027770273920795e-05,0.0006950880444856349,0.872,0.00295351810830767,0.06139944392956441,0.855
75,0.006195184324742918,0.06232622798887859,0.693,0.06375276892322654,0.4691844300278035,0.81,0.009292776487114377,0.09986098239110287,0.801,5.4027770273920795e-05,0.0,0.872,0.0027013885136960396,0.05583873957367933,0.855
76,0.005708934392277631,0.058155699721964785,0.693,0.06225800061231473,0.46316033364226133,0.81,0.008788517297891115,0.09406858202038924,0.801,5.4027770273920795e-05,0.0,0.872,0.002377221892052515,0.05074142724745134,0.855
77,0.005168656689538423,0.053985171455050975,0.693,0.061087398923046446,0.45968489341983315,0.81,0.00841032290597367,0.08943466172381835,0.801,5.4027770273920795e-05,0.0,0.872,0.002071064527166964,0.0458758109360519,0.855
78,0.005150647432780449,0.053521779425393885,0.693,0.05955661209861869,0.4520389249304912,0.81,0.007996110000540277,0.08572752548656164,0.801,3.60185135159472e-05,0.0,0.872,0.0019449997298611487,0.042632066728452274,0.855
79,0.005060601148990581,0.05259499536607971,0.693,0.0578457327066112,0.4469416126042632,0.81,0.007581897095106885,0.08271547729379054,0.801,3.60185135159472e-05,0.0,0.872,0.001746897905523439,0.040083410565338276,0.855
80,0.005060601148990581,0.05213160333642261,0.693,0.05609883480108776,0.44184430027803523,0.81,0.007059628649125651,0.07924003707136237,0.801,0.0,0.0,0.872,0.0016388423649755974,0.0366079703429101,0.855
81,0.004880508581410845,0.05097312326227989,0.693,0.05476614980099771,0.43582020389249304,0.81,0.006609397230176311,0.07692307692307693,0.801,0.0,0.0,0.872,0.0013146757433320727,0.032900834105653386,0.855
82,0.00475444378410503,0.04958294717330862,0.693,0.052983233381958324,0.4309545875810936,0.81,0.006123147297711023,0.07460611677479147,0.801,0.0,0.0,0.872,0.001116573918994363,0.030352177942539388,0.855
83,0.004664397500315162,0.04911955514365153,0.693,0.051380409530498675,0.4237720111214087,0.81,0.005816989932825472,0.07182576459684893,0.801,0.0,0.0,0.872,0.0010445368919624687,0.027340129749768304,0.855
84,0.004628378986799215,0.048887859128822986,0.693,0.04974156716552308,0.4165894346617238,0.81,0.005492823311181947,0.06742354031510658,0.801,0.0,0.0,0.872,0.0009184720946566535,0.024096385542168676,0.855
85,0.0045563419597673205,0.04819277108433735,0.693,0.04786860446269382,0.4101019462465246,0.81,0.005240693716570317,0.06441149212233549,0.801,0.0,0.0,0.872,0.0007563887838348912,0.02201112140871177,0.855
86,0.004448286419219479,0.045644114921223354,0.693,0.04608568804365444,0.40013901760889714,0.81,0.005042591892232607,0.061631139944392954,0.801,0.0,0.0,0.872,0.0006843517568029967,0.01784059314179796,0.855
87,0.004340230878671637,0.04494902687673772,0.693,0.04403263277324545,0.3897126969416126,0.81,0.0047184252705890824,0.057460611677479144,0.801,0.0,0.0,0.872,0.0005582869594971815,0.01552363299351251,0.855
88,0.00430421236515569,0.04448563484708063,0.693,0.04224971635420606,0.37812789620018533,0.81,0.004412267905703531,0.053985171455050975,0.801,0.0,0.0,0.872,0.0004862499324652872,0.013438368860055607,0.855
89,0.004016064257028112,0.04286376274328082,0.693,0.03994453148918544,0.3658480074142725,0.81,0.004232175338123796,0.051899907321594066,0.801,0.0,0.0,0.872,0.00034217587840149836,0.010426320667284522,0.855
90,0.0038899994597222974,0.04240037071362372,0.693,0.03760332811064887,0.35495829471733087,0.81,0.004016064257028112,0.04865616311399444,0.801,0.0,0.0,0.872,0.000270138851369604,0.007182576459684893,0.855
91,0.00385398094620635,0.04216867469879518,0.693,0.035316152502386226,0.34151992585727525,0.81,0.0037819439191744556,0.04633920296570899,0.801,0.0,0.0,0.872,0.00016208331082176238,0.005329008341056534,0.855
92,0.003673888378626614,0.040546802594995365,0.693,0.03286689358330182,0.32506950880444857,0.81,0.0035298143245628254,0.04355885078776645,0.801,0.0,0.0,0.872,0.00010805554054784159,0.0030120481927710845,0.855
93,0.003331712500225116,0.036376274328081555,0.693,0.030651755002071065,0.30792400370713624,0.81,0.0032056477029193007,0.040546802594995365,0.801,0.0,0.0,0.872,7.20370270318944e-05,0.0011584800741427247,0.855
94,0.003187638446161327,0.035912882298424466,0.693,0.027842310947827183,0.28637627432808155,0.81,0.003097592162371459,0.03822984244670992,0.801,0.0,0.0,0.872,1.80092567579736e-05,0.0004633920296570899,0.855
95,0.00315161993264538,0.03568118628359592,0.693,0.024420552163812198,0.2606580166821131,0.81,0.0028814810812757756,0.037303058387395734,0.801,0.0,0.0,0.872,0.0,0.0,0.855
96,0.0030615736488555116,0.03475440222428174,0.693,0.020242404595962323,0.22520852641334568,0.81,0.0027193977704540132,0.0345227062094532,0.801,0.0,0.0,0.872,0.0,0.0,0.855
97,0.002917499594791723,0.033364226135310475,0.693,0.015578007095647163,0.17608897126969417,0.81,0.0025032866893583304,0.03266913809082484,0.801,0.0,0.0,0.872,0.0,0.0,0.855
98,0.002791434797485908,0.03313253012048193,0.693,0.009544906081726007,0.11862835959221502,0.81,0.002377221892052515,0.031278962001853566,0.801,0.0,0.0,0.872,0.0,0.0,0.855
99,0.002791434797485908,0.0319740500463392,0.693,0.0028094440542438814,0.04077849860982391,0.81,0.0022691663515046734,0.028498609823911027,0.801,0.0,0.0,0.872,0.0,0.0,0.855
100,0.0026833792569380664,0.03104726598702502,0.693,0.0,0.0004633920296570899,0.81,0.0019990275001350692,0.026181649675625578,0.801,0.0,0.0,0.872,0.0,0.0,0.855
101,0.0,0.0,0.693,0.0,0.0,0.81,0.0,0.0,0.801,0.0,0.0,0.872,0.0,0.0,0.855
