predus	ispred	dockpred	rfscore	logreg
0.0	0.0	0.00683	0.0	0.0019850094759938292
0.0	0.0	0.1028	0.03276923076923078	0.0047899779590257685
0.0	0.78	0.48834	0.685	0.16456271666989342
0.0	0.0	0.13722	0.001381475667189953	0.0065645853696758676
0.0	0.11	0.26979	0.0006122448979591836	0.022401977609440533
0.0	0.06	0.04004	0.0	0.002726771122790983
0.0	0.02	0.13711	0.0006122448979591836	0.006585035705693848
0.0	0.0	0.28907	0.028945578231292516	0.026053466994821462
0.0	0.0	0.00213	0.0	0.0019010929355689804
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.00066	0.0	0.001875580796437252
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.02	0.00164	0.0	0.0019003945194009516
0.0	0.0	0.0094	0.0	0.002032448815320757
0.0	0.0	0.00737	0.0	0.0019948846975034783
0.0	0.0	0.01273	0.0	0.0020956035372455394
0.0	0.33	0.10084	0.0	0.005035963314110472
0.0	0.75	0.05397	0.09	0.003573353945458708
0.0	0.88	0.02332	0.02	0.0027704570835052978
0.0	0.52	0.02229	0.0	0.0025476235282269537
0.0	0.42	0.01114	0.0	0.0022525550423877394
0.0	0.1	0.00912	0.0	0.002069579357174885
0.0	0.05	0.01065	0.0	0.0020772949103303987
0.0	0.04	0.00497	0.0	0.0019675745721813077
0.0	0.02	0.00366	0.0	0.0019360048828819343
0.0	0.09	0.01639	0.0	0.0022079815460470426
0.0	0.0	0.00158	0.0	0.001891507275310683
0.0	0.1	0.00393	0.0	0.001973189162864546
0.0	0.0	0.00186	0.0	0.0018963812043573227
0.0	0.04	0.00579	0.0	0.001982457947065282
0.0	0.35	0.02742	0.02	0.0025783389385531466
0.0	0.46	0.03616	0.0	0.0028580413822223397
0.0	0.67	0.02879	0.23	0.0027894695237694923
0.0	0.67	0.18031	0.7617937062937062	0.011163548822020475
0.0	0.0	0.02098	0.0	0.002260631831317179
0.0	0.59	0.03895	0.0	0.0030120127723610715
0.0	0.77	0.02207	0.09	0.0026772869500237455
0.085	0.68	0.33468	0.6555	0.12142821696992454
0.085	0.42	0.0473	0.0	0.009201774301087075
0.051	0.85	0.45403	0.9447272727272726	0.21801267120459003
0.112	0.95	0.39946	0.405	0.27229037984571797
0.2	0.95	0.09532	0.11071428571428571	0.06512417639706905
0.2	0.47	0.33992	0.19	0.3749049088656902
0.084	0.56	0.00126	0.06	0.006139965463247574
0.0	0.24	0.00158	0.0	0.0019877521402560682
0.0	0.0	0.02627	0.0	0.0023732093549369546
0.0	0.0	0.00011	0.0	0.001866123532567453
0.0	0.0	0.01218	0.0	0.0020850391675706287
0.0	0.0	0.00055	0.0	0.0018736855243457497
0.0	0.0	0.00011	0.0	0.001866123532567453
0.0	0.06	0.00869	0.0	0.002044438565204719
0.0	0.0	0.00131	0.0	0.0018868192566031162
0.0	0.04	0.00415	0.0	0.0019528027161389806
0.0	0.08	0.00557	0.0	0.0019948861866020073
0.0	0.04	0.01125	0.0	0.002084465238066417
0.0	0.0	0.01071	0.0	0.002057063608648414
0.0	0.24	0.01759	0.0	0.0023027704815369756
0.0	0.47	0.05539	0.0	0.003416862571445463
0.0	0.06	0.036	0.0	0.002627456805964894
0.0	0.07	0.04042	0.0	0.0027419628353262775
0.0	0.03	0.00606	0.0	0.0019832777770706187
0.0	0.0	0.0059	0.0	0.0019681163808854835
0.0	0.03	0.03501	0.0	0.002587583245709254
0.0	0.0	0.03638	0.0	0.002604152217326045
0.0	0.0	0.01868	0.0	0.002213362218444256
0.0	0.0	0.04009	0.0	0.0026944101749922242
0.0	0.08	0.03561	0.0	0.0026289055381941043
0.0	0.0	0.02092	0.0	0.0022593860084341114
0.0	0.05	0.02414	0.0	0.0023514007739388392
0.0	0.1	0.00798	0.0	0.0020480120152631845
0.0	0.04	0.00819	0.0	0.002026667838251633
0.0	0.03	0.01229	0.0	0.0021001342633417386
0.0	0.06	0.00792	0.0	0.002030023352509996
0.0	0.0	0.00612	0.0	0.0019720995949367493
0.0	0.04	0.01054	0.0	0.0020709098700149365
0.0	0.06	0.02212	0.0	0.002312943694670115
0.0	0.21	0.03436	0.0	0.0026696618042089297
0.0	0.04	0.01961	0.0	0.0022508920393915608
0.0	0.03	0.02988	0.0	0.0024684868691299314
0.0	0.0	0.00147	0.0	0.0018895959399995485
0.0	0.0	0.00011	0.0	0.001866123532567453
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	5e-05	0.0	0.0018650947148206136
0.0	0.0	0.06549	0.796	0.00340198594812613
0.0	0.0	0.04293	0.0	0.0027656049172640374
0.093	0.0	0.5481	0.0	0.48678650285693825
0.085	0.05	0.01284	0.0	0.00622403485129363
0.139	0.52	0.16901	0.6103846153846154	0.05464603941971911
0.02	0.9	0.64079	0.7020000000000001	0.5146044056195127
0.085	0.46	0.18408	0.042	0.031943519831924304
0.085	0.38	0.44087	0.58	0.2566778273138691
0.084	0.0	0.04244	0.0	0.00797362511935428
0.112	0.14	0.08696	0.0	0.017490672620445184
0.0	0.04	0.0124	0.0	0.0021066092182524766
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.00158	0.0	0.001891507275310683
0.0	0.0	0.00071	0.0	0.0018764429161983408
0.0	0.0	0.0018	0.0	0.0018953357368454683
0.0	0.02	0.01289	0.0	0.0021073832606061794
0.0	0.0	0.00792	0.0	0.002004993194900997
0.0	0.03	0.0313	0.0	0.0025008948268696552
0.0	0.0	0.01502	0.0	0.0021401669752886487
0.0	0.0	0.02682	0.0	0.002385230320641508
0.009	0.08	0.01196	0.0	0.0023715556758869406
0.051	0.06	0.00109	0.0	0.0036413295692627125
0.035	0.41	0.01409	0.09	0.0036004806884839423
0.035	0.22	0.04293	0.06	0.004510251847633855
0.0	0.0	0.00306	0.0	0.0019174118480688852
0.186	0.31	0.04026	0.16	0.02983354602484035
0.084	0.11	0.10914	0.0	0.014969937945582162
0.181	0.08	0.1542	0.155	0.0728367612571669
0.299	0.48	0.23947	0.14	0.4564420533353658
0.111	0.21	0.05632	0.0	0.013271169952824343
0.141	0.53	0.04922	0.425	0.019336695722936944
0.185	0.94	0.25471	0.41580952380952374	0.1995176424883618
0.04	0.0	0.00038	0.0	0.003107986438511911
0.04	0.86	0.01065	0.02	0.004078615590256543
0.0	0.56	0.00131	0.0	0.00211846055711935
0.0	0.0	0.00033	0.0	0.0018699007129777281
0.0	0.0	0.00437	0.0	0.0019406361488860633
0.0	0.0	0.00038	0.0	0.0018707602267545582
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.00016	0.0	0.0018669813133827433
0.0	0.0	0.02136	0.0	0.0022685379746477862
0.0	0.2	0.05146	0.0	0.0031170666245857992
0.0	0.11	0.04725	0.0	0.002943654913097193
0.0	0.1	0.039	0.0	0.0027232687359741822
0.0	0.0	0.00945	0.0	0.0020333828933306037
0.178	0.0	0.00262	0.21	0.01808471961530528
0.186	0.0	0.02163	0.18	0.02371574615065602
0.0	0.0	0.02474	0.0	0.002340086190592801
0.0	0.0	0.00268	0.0	0.001910727080432194
0.0	0.0	5e-05	0.0	0.0018650947148206136
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.00279	0.0	0.0019126597490336588
0.0	0.52	0.03239	0.0	0.002795234819912637
0.0	0.27	0.02054	0.0	0.0023807486897225102
0.0	0.14	0.04031	0.0	0.0027791011279318725
0.0	0.08	0.03643	0.0	0.002648778159198031
0.0	0.22	0.02305	0.0	0.0024112310580312194
0.0	0.0	0.01437	0.0	0.002127422716671396
0.0	0.0	0.00847	0.0	0.0020151528107397927
0.0	0.0	5e-05	0.0	0.0018650947148206136
0.0	0.0	0.00011	0.0	0.001866123532567453
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.0	0.02136	0.0	0.0022685379746477862
0.186	0.0	0.30229	0.18	0.24356650994201456
0.111	0.52	0.339	0.43	0.16225017813396392
0.0	0.0	0.11438	0.005131475667189953	0.005326096502516071
0.052	0.46	0.09068	0.0	0.009092325545617244
0.0	0.34	0.04998	0.0	0.003165221919015394
0.0	0.37	0.10652	0.0	0.005348847052541171
0.024	0.04	0.09745	0.0	0.006230293439457458
0.0	0.0	0.00568	0.0	0.0019641411962306966
0.085	0.0	0.00262	0.0	0.005610095893160681
0.0	0.0	0.00361	0.0	0.0019271285324051752
0.0	0.0	0.00033	0.0	0.0018699007129777281
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.02	0.0006	0.0	0.001882316180668244
0.0	0.0	0.0	0.0	0.0018642377991803117
0.0	0.02	0.00066	0.0	0.0018833544801418797
0.0	0.03	0.00137	0.0	0.001899608885738198
0.0	0.0	0.00066	0.0	0.001875580796437252
0.0	0.0	0.01169	0.0	0.0020756720487563884
0.0	0.18	0.01087	0.0	0.0021382049636735788
0.0	0.63	0.0207	0.0	0.002568418818996772
0.0	0.0	0.01049	0.0	0.002052909138685152
0.0	0.92	0.03354	0.01	0.003068257655059029
0.0	0.89	0.02458	0.02	0.002808494383729879
0.0	0.0	0.01808	0.0	0.0022011940538009004
0.0	0.69	0.03081	0.0	0.002853458763224527
0.0	0.46	0.0301	0.0	0.002703344302495694
0.0	0.81	0.02507	0.0	0.0027749109132676197
0.0	0.71	0.03534	0.0	0.0029869574297181284
0.033	0.31	0.88669	0.075	0.6865880382064538
0.047	0.06	0.49038	0.011333333333333332	0.025643355921022935
0.0	0.0	0.21734	0.15026639686589244	0.0035961351466469015
0.0	0.02	0.24423	0.07235689437065149	0.0050948673203151384
0.0	0.02	0.27352	0.0023568943706514865	0.005525735038565141
0.0	0.0	0.01828	0.0	0.0020682780564753003
0.0	0.06	0.10929	0.0	0.0060566780382595555
0.0	0.01	0.07053	0.0	0.0027431547298182833
0.0	0.01	0.09341	0.0	0.0029232107209938383
0.0	0.01	0.05972	0.0	0.0026619747554801816
0.0	0.0	0.3319	0.12248809523809527	0.004941785615402607
0.0	0.02	0.40138	0.002405913978494624	0.007872160721502552
0.047	0.01	0.07159	0.0	0.004103440685518763
0.0	0.0	0.00421	0.0	0.001988916939821837
0.07	0.01	0.7952	0.6266666666666666	0.036291675324832344
0.078	0.01	0.14193	0.11149951168206745	0.006488315370745562
0.049	0.01	0.19667	0.00468099988533425	0.005903927000678789
0.0	0.0	0.08613	0.001	0.002497645049533304
0.079	0.02	0.27476	0.001284313725490196	0.010824009815539236
0.049	0.31	0.21112	0.019786819991154357	0.2765403927510755
0.055	0.17	0.42176	0.0018095238095238093	0.09550540453505751
0.031	0.03	0.45918	0.04083333333333333	0.01374267109072145
0.031	0.02	0.39994	0.04083333333333333	0.010191496430055395
0.086	0.02	0.61499	0.098	0.02910464480377933
0.086	0.0	0.69758	0.35666666666666663	0.027864629085207763
0.168	0.05	0.65327	0.19267857142857142	0.09208931209895295
0.033	0.0	0.47593	0.06	0.009736442967522544
0.078	0.02	0.90296	0.44666666666666666	0.0587909565839048
0.009	0.0	0.74974	0.8183333333333332	0.0168906119788172
0.0	0.04	0.64829	0.2304166666666667	0.02036105228334574
0.0	0.03	0.6057	0.17041666666666663	0.01583280737572865
0.0	0.02	0.33841	0.002405913978494624	0.006613652060362177
0.0	0.05	0.43909	0.002405913978494624	0.01313808208945011
0.306	0.12	0.53182	0.0026785714285714286	0.38067253498597353
0.306	0.0	0.32482	0.02125	0.062198919067577144
0.0	0.0	0.03646	0.0	0.002175518508852327
0.222	0.1	0.61317	0.06823412698412698	0.22237549414522895
0.0	0.0	0.04977	0.0	0.0022575333999192353
0.0	0.05	0.62915	0.17041666666666663	0.022108904575494578
0.0	0.04	0.10508	0.0	0.004553928483512303
0.0	0.01	0.35688	0.017405913978494624	0.006071902170688093
0.0	0.01	0.19935	0.008898741820818122	0.0039230848997082275
0.0	0.01	0.11197	0.40333333333333327	0.0030778902680414244
0.0	0.01	0.38118	0.017405913978494624	0.006494514898389714
0.0	0.02	0.04278	0.0	0.0029127258935763905
0.0	0.0	0.02527	0.0	0.002108871937845627
0.0	0.01	0.16758	0.011326902740358349	0.003591911298551314
0.0	0.01	0.37468	0.017405913978494624	0.006378688141425151
0.0	0.02	0.37487	0.002405913978494624	0.00731570834357533
0.0	0.0	0.13628	0.09705343390292953	0.0028711580627123596
0.078	0.0	0.5367	0.0005	0.01681208880429548
0.258	0.01	0.37209	0.022678571428571426	0.054491853122145766
0.0	0.05	0.02285	0.0	0.00986277415472951
0.0	0.0	0.00249	0.0	0.006669530491223704
0.0	0.01	0.0068	0.0	0.007232187688959352
0.0	0.0	0.00307	0.0	0.006712794845374228
0.0	0.01	0.0088	0.0	0.007395146268145912
0.0	0.0	0.00943	0.0	0.007205888754116409
0.0	0.0	0.01538	0.0	0.007699683986002995
0.0	0.0	0.02436	0.0	0.008509198544018244
0.0	0.03	0.03063	0.0	0.010069412078176632
0.0	0.02	0.04108	0.0	0.010943169273271144
0.0	0.08	0.02903	0.0	0.011656610563435308
0.034	0.04	0.04935	0.0	0.011424223604919
0.0	0.0	0.01089	0.0	0.00732406461221173
0.0	0.09	0.01151	0.0	0.009916383176439607
0.0	0.13	0.00205	0.0	0.010180720891099147
0.0	0.02	0.00249	0.0	0.007123969198285378
0.013	0.02	0.01627	0.0	0.007949096713360308
0.0	0.02	0.01387	0.0	0.008086656273337952
0.0	0.0	0.00662	0.0	0.006983743088537525
0.0	0.01	0.01023	0.0	0.007513891121125155
0.0	0.0	0.00142	0.0	0.006590440752389183
0.0	0.01	0.00525	0.0	0.00710835107382476
0.0	0.0	0.00013	0.0	0.006496327358124982
0.0	0.01	0.01071	0.0	0.007554172202617183
0.0	0.0	0.00098	0.0	0.006558188835054662
0.0	0.01	0.00249	0.0	0.006893031846617412
0.0	0.02	0.0233	0.0	0.008981330281793978
0.0	0.33	0.09398	0.0	0.05307351861483163
0.0	0.0	0.00938	0.0	0.007201875335105496
0.121	0.46	0.36856	0.12683954451345758	0.5547456155299364
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.0	0.00133	0.0	0.00658383097670818
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.0	0.00053	0.0	0.006525366095203104
0.0	0.0	0.00049	0.0	0.006522456428159343
0.0	0.0	0.00093	0.0	0.006554533779756496
0.0	0.15	0.00178	0.0	0.010839243480514356
0.0	0.26	0.00565	0.06	0.01621936047540063
0.0	0.41	0.00373	0.0	0.025857745646636145
0.0	0.1	0.00213	0.0	0.009233063248449832
0.0	0.0	0.00089	0.0	0.006551611192583293
0.0	0.61	0.00951	0.12	0.05213650209813867
0.0	0.0	0.0048	0.0	0.006843504601755796
0.0	0.0	0.0004	0.0	0.006515914389026822
0.0	0.0	0.00338	0.0	0.006736033089722826
0.302	0.69	0.65376	0.845	0.972566739345195
0.0	0.0	0.01569	0.0	0.007726312052638957
0.108	0.35	0.2619	0.0010714285714285713	0.21449729684896446
0.202	0.99	0.51652	0.955	0.9665520929979292
0.108	0.99	0.282	0.62	0.7410631421511754
0.202	0.0	0.21949	0.0012662337662337664	0.037134695189751495
0.16	0.8	0.24634	0.45226190476190475	0.4610317647775767
0.0	0.47	0.11808	0.0017945268904930583	0.1046632981195155
0.0	0.0	0.05313	0.0	0.01171420637448185
0.0	0.16	0.02227	0.0	0.014056237080377678
0.0	0.69	0.06709	0.02	0.1204030482176115
0.0	0.0	0.01449	0.0	0.007623740607619882
0.0	0.0	0.01974	0.0	0.008082704253788585
0.0	0.06	0.03815	0.0	0.012078525824072294
0.0	0.0	0.03534	0.0	0.009614414644277852
0.0	0.04	0.0445	0.0	0.012137067855103411
0.0	0.15	0.05095	0.0	0.01867281028328997
0.0	0.04	0.09261	0.0	0.020646837582116627
0.0	0.0	0.02454	0.0	0.008526259327685791
0.0	0.02	0.00627	0.0	0.007430403535635853
0.0	0.02	0.0088	0.0	0.007642776505154559
0.0	0.0	0.00333	0.0	0.00673227958872196
0.0	0.01	0.0052	0.0	0.007104391591021565
0.0	0.0	0.00013	0.0	0.006496327358124982
0.0	0.03	0.0084	0.0	0.007863531200073893
0.0	0.0	0.00044	0.0	0.006518821156817143
0.0	0.01	0.0112	0.0	0.007595513514080467
0.0	0.02	0.00387	0.0	0.0072343600879759265
0.0	0.0	0.00044	0.0	0.006518821156817143
0.0	0.14	0.00502	0.0	0.010873356029189719
0.0	0.02	0.00084	0.0	0.006994173403409029
0.0	0.03	0.00382	0.0	0.007472483785696876
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.0	0.00018	0.0	0.006499950167694656
0.0	0.06	0.00218	0.0	0.008099072897242855
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.00316	0.0	0.006719533217370194
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.00067	0.0	0.006535560088155182
0.0	0.0	0.00578	0.0	0.006918666518282129
0.0	0.04	0.0016	0.0	0.007534077540315008
0.0	0.0	0.00249	0.0	0.006669530491223704
0.0	0.0	0.00391	0.0	0.00677594821125835
0.0	0.01	0.00983	0.0	0.007480486441008237
0.0	0.0	0.00614	0.0	0.006946482413952616
0.0	0.0	0.00231	0.0	0.006656160023056616
0.0	0.03	0.01334	0.0	0.008308094944811118
0.0	0.0	0.00111	0.0	0.006567701457347964
0.0	0.0	0.02463	0.0	0.008534802432310347
0.0	0.0	0.00031	0.0	0.006509378868582041
0.013	0.03	0.02765	0.0	0.009323876560129736
0.013	0.01	0.00729	0.0	0.006959337666737333
0.0	0.01	0.00365	0.0	0.006982727834824238
0.0	0.01	0.01058	0.0	0.007543241630605725
0.0	0.01	0.00084	0.0	0.0067674149567320254
0.0	0.01	0.00151	0.0	0.006818146504002104
0.0	0.0	0.0012	0.0	0.006574295147112132
0.0	0.02	0.00142	0.0	0.007039528748614354
0.0	0.0	0.00071	0.0	0.006538475562268268
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.0	0.00222	0.0	0.006649484776487792
0.0	0.0	0.00129	0.0	0.006580895412805109
0.0	0.03	0.00676	0.0	0.007721225496037382
0.0	0.0	0.00245	0.0	0.006666556972497887
0.0	0.0	0.00289	0.0	0.0066993382297159424
0.0	0.02	0.0052	0.0	0.007342357777952024
0.0	0.02	0.00347	0.0	0.007202189107411798
0.0	0.0	0.00076	0.0	0.006542121721867626
0.0	0.0	0.00084	0.0	0.0065479597790198425
0.0	0.09	0.00187	0.0	0.008908569798180744
0.0	0.59	0.00236	0.0	0.04534870815277209
0.0	0.04	0.00133	0.0	0.007511453021488886
0.0	0.02	0.00111	0.0	0.007015250887306153
0.0	0.0	0.00013	0.0	0.006496327358124982
0.0	0.0	0.00018	0.0	0.006499950167694656
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.00013	0.0	0.006496327358124982
0.0	0.01	0.00098	0.0	0.006777984501063738
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.0	0.01889	0.0	0.008006578365991902
0.0	0.01	0.01783	0.0	0.008177456727901222
0.0	0.01	0.03414	0.0	0.009804002888086848
0.0	0.01	0.04095	0.0	0.010574469474657053
0.0	0.0	0.02236	0.0	0.008321896656372986
0.0	0.01	0.02432	0.0	0.008789890679290395
0.0	0.0	0.01325	0.0	0.0075191696031908705
0.0	0.01	0.01778	0.0	0.008172906635412846
0.0	0.0	0.0012	0.0	0.006574295147112132
0.0	0.01	0.00142	0.0	0.006811309920374313
0.0	0.0	0.00018	0.0	0.006499950167694656
0.0	0.01	0.00111	0.0	0.006787813757618292
0.0	0.01	0.00111	0.0	0.006787813757618292
0.0	0.01	0.00302	0.0	0.006933870787519068
0.0	0.01	0.00218	0.0	0.006869255727255142
0.0	0.01	0.01569	0.0	0.007984942337751134
0.0	0.01	0.01129	0.0	0.007603131185560161
0.0	0.02	0.0197	0.0	0.008628753801915882
0.0	0.02	0.0124	0.0	0.007955388606558327
0.0	0.03	0.01921	0.0	0.00886884948561285
0.0	0.09	0.01725	0.0	0.010569261800145183
0.0	0.55	0.02779	0.0	0.05243585323955592
0.0	0.0	0.01258	0.0	0.007463261173752733
0.0	0.07	0.03259	0.0	0.01173484245513632
0.0	0.0	0.00302	0.0	0.006709054205891099
0.0	0.58	0.00471	0.0	0.045054713523767734
0.0	0.0	0.00067	0.0	0.006535560088155182
0.0	0.06	0.0004	0.0	0.007940152286526187
0.0	0.09	0.00133	0.0	0.008855218950221606
0.0	0.1	0.00378	0.0	0.009404014220631833
0.0	0.02	0.00098	0.0	0.007005094607825241
0.0	0.0	0.00022	0.0	0.006502849860415789
0.0	0.0	0.00022	0.0	0.006502849860415789
0.0	0.0	0.01027	0.0	0.007273647132471048
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.0	0.00574	0.0	0.00691558269897262
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.0	0.00027	0.0	0.006506476283570572
0.0	0.0	0.00018	0.0	0.006499950167694656
0.0	0.0	4e-05	0.0	0.006489811355312643
0.0	0.03	0.00164	0.0	0.007293192867831205
0.0	0.0	0.00084	0.0	0.0065479597790198425
0.0	0.01	0.00178	0.0	0.006838697170468519
0.0	0.01	0.00044	0.0	0.006737306375146277
0.0	0.01	0.00102	0.0	0.006781007381101803
0.0	0.01	0.00156	0.0	0.006821947550254356
0.0	0.0	0.002	0.0	0.006633195487934208
0.0	0.01	0.00018	0.0	0.006717807181536583
0.0	0.01	0.00089	0.0	0.006771187913490205
0.0	0.01	0.00049	0.0	0.006741062659750358
0.0	0.01	0.00173	0.0	0.006834886855903778
0.0	0.01	0.00169	0.0	0.00683184012234764
0.0	0.0	0.0004	0.0	0.006515914389026822
0.0	0.0	0.00093	0.0	0.006554533779756496
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.01	0.00129	0.0	0.006801446872632791
0.0	0.0	0.00022	0.0	0.006502849860415789
0.0	0.01	0.0084	0.0	0.007362265578763164
0.0	0.0	0.00422	0.0	0.006799403582350845
0.0	0.01	0.01747	0.0	0.008144752052753711
0.0	0.01	0.00142	0.0	0.006811309920374313
0.0	0.01	0.00378	0.0	0.0069928519143870205
0.0	0.03	0.00356	0.0	0.0074508727939321725
0.0	0.03	0.00373	0.0	0.0074649960268345006
0.0	0.01	0.00316	0.0	0.006944698489626545
0.0	0.01	0.00262	0.0	0.006903026782284281
0.0	0.04	0.00329	0.0	0.007677234606569083
0.0	0.01	0.00329	0.0	0.006954767817575523
0.0	0.01	0.00609	0.0	0.007175198914947248
0.0	0.0	0.00831	0.0	0.0071165180822272125
0.0	0.01	0.00849	0.0	0.007369651059031595
0.0	0.01	0.00205	0.0	0.006859309351176899
0.0	0.02	0.00911	0.0	0.007669209287855652
0.0	0.02	0.00885	0.0	0.007647033734466058
0.0	0.05	0.00831	0.0	0.008390229160185796
0.0	0.05	0.13867	0.0029767842466634576	0.03525686536081735
0.0	0.0	0.11635	0.11984913119795763	0.023530707769760857
0.0	0.02	0.00529	0.0	0.007349723435513208
0.0	0.0	0.00107	0.0	0.006564773037665018
0.0	0.02	0.00196	0.0	0.007082018605113395
0.0	0.0	0.00138	0.0	0.0065875022608970265
0.0	0.08	0.00329	0.0	0.008757552545938413
0.0	0.07	0.00102	0.0	0.008262706959712667
0.0	0.0	0.00205	0.0	0.0066368941149218905
0.0	0.01	0.0044	0.0	0.007041336859806543
0.0	0.01	0.00387	0.0	0.006999869429396689
0.0	0.0	0.0036	0.0	0.006752573202220549
0.0	0.01	0.00658	0.0	0.0072144813163345
0.0	0.01	0.00667	0.0	0.007221719624909727
0.0	0.02	0.00747	0.0	0.007530393520656548
0.0	0.01	0.00738	0.0	0.00727907517910598
0.0	0.03	0.01125	0.0	0.008117046968564611
0.0	0.0	0.004	0.0	0.006782749544356217
0.0	0.01	0.00911	0.0	0.007420729018224516
0.0	0.0	0.0008	0.0	0.0065450401038020505
0.0	0.01	0.00262	0.0	0.006903026782284281
0.0	0.0	9e-05	0.0	0.006493430554850334
0.0	0.01	0.0028	0.0	0.00691688968759324
0.0	0.0	0.00116	0.0	0.006571363806869366
0.0	0.03	0.00302	0.0	0.007406186436603956
0.0	0.03	0.07273	0.0	0.016053659392352433
0.051	0.0	0.09261	0.003076923076923077	0.015283200390161329
0.051	0.14	0.07331	0.0	0.01950099739297256
0.0	0.0	0.00076	0.0	0.006542121721867626
0.0	0.0	0.00018	0.0	0.006499950167694656
0.0	0.0	0.02979	0.0	0.009039061417462513
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.0	0.0	0.006486917438643348
0.0	0.0	0.00036	0.0	0.006513008908878438
0.0	0.0	0.00116	0.0	0.006571363806869366
