"Csf-1"	"Csf-2"	"Csf-3"	"Csf-4"	"Csf-5"
-1.76148	-1.3462	-13.06309	-1.33313	-13.06309
-2.93653	-2.2135	-16.90355	-0.53009	-12.14026
-4.06599	-3.5819	-9.71094	-0.22469	-9.71094
-1.46957	-1.4033	-2.6353	-1.68647	-1.26847
-1.64078	-1.9868	-4.19568	1.06178	-4.19568
-2.64753	-1.9441	-5.79779	1.37156	-5.79779
-0.34699	-1.1011	-48.32933	-5.12238	-48.32933
-2.85115	-0.0363	-9.8923	-3.99131	-9.8923
-0.90198	-0.4698	-42.83458	-0.36454	-20.50721
-2.01158	-1.0306	-35.21098	-6.44025	-23.11543
-0.86614	-2.7223	-17.76235	-2.95473	-17.76235
-1.15089	-2.4622	-13.00822	-0.1016	-13.00822
-1.34998	1.2476	-34.64891	-7.58931	-31.73822
-4.00068	-2.7726	-37.74202	-3.87601	-37.74202
-1.42997	0.966	-23.88503	-4.45314	-21.70941
-1.09287	-1.0806	-9.80317	-2.61755	-9.80317
-0.91678	0.1647	-9.12095	-2.34111	-9.12095
-0.36102	-0.3618	-9.61773	-0.44771	-9.61773
-0.57726	-1.9285	-11.48679	-2.48132	-11.48679
-0.94063	-0.8144	-9.77978	-5.71585	-9.77978
-2.27985	-1.9498	-9.55097	-2.75109	-9.55097
-1.10205	-0.697	-8.45262	-3.04104	-8.45262
-0.50792	-1.3335	-10.31282	-1.86084	-7.13186
-0.76591	-2.4407	-11.18769	-2.58501	-11.18769
-1.04582	-1.4239	-11.40373	-2.43168	-12.13735
0.34523	-0.5743	-12.65929	-3.30388	-10.34309
-2.43119	-0.8823	-12.54911	0.84817	-8.76077
-1.7557	-0.6518	-17.30445	-9.13976	-17.30445
-2.82043	-1.5748	-12.52282	-1.42446	-10.75941
-0.31001	0.5953	-10.98052	-3.86442	-11.46829
-1.03414	-0.0333	-13.82098	-2.96725	-14.99224
-1.55822	-2.4003	-11.57841	-3.28069	-11.57841
-2.31551	0.242	-14.62206	-2.85934	-11.93706
-2.59701	-0.3554	-15.28072	-4.22331	-11.17089
-1.92978	-2.5434	-16.63555	-2.67718	-11.4489
-3.09486	-1.6961	-13.28365	-2.35698	-12.30265
-2.86447	-1.5669	-5.13449	-1.31741	-5.13449
-2.79713	-1.8037	-5.2787	0.63035	-5.2787
-3.02168	0.9239	-11.06834	-3.35183	-11.06834
-0.87828	-1.4022	-11.37752	-3.6245	-8.81349
-2.43248	-0.6351	-28.37597	-5.05415	-28.37597
-0.30473	-0.6652	-13.00834	-2.81805	-13.00834
-0.63245	1.581	-10.71616	-0.43948	-10.71616
-0.28508	0.2062	-11.40064	-3.24709	-11.40064
-1.13424	0.9607	-10.80179	-0.3804	-10.80179
-3.43819	-2.4773	-9.1021	-1.93356	-9.1021
-1.39584	-0.8567	-8.89546	-1.13798	-8.89546
-3.32133	-2.0674	-6.72024	-1.10593	-7.91217
-0.12783	-1.2191	-15.41792	-2.37546	-15.41792
-1.67171	-1.2851	-10.99578	-2.02511	-9.18651
-2.05326	0.9128	-9.74633	-0.29239	-8.10575
-2.29348	-1.5796	-15.14694	-2.40569	-10.85422
-3.16828	-0.1977	-11.07009	-2.695	-8.18536
-1.70055	-0.4438	-10.16341	-0.28771	-5.22355
-2.9818	-1.6136	-4.6701	0.07301	-4.6701
-3.03722	-2.5518	-12.38064	-3.78039	-12.99416
-3.36711	-3.4162	-12.16742	-1.42602	-12.16742
-2.09572	0.3453	-6.67968	-0.30603	-6.67968
-1.19312	-1.7059	-4.75338	0.41459	-2.7347
-0.50328	0.9345	-10.34996	-3.00806	-8.22425
-2.84418	-0.5284	-12.84406	-0.91998	-10.80677
-1.56457	-0.1188	-12.38443	-1.18509	-12.38443
-1.57673	-0.7021	-8.56653	-1.25223	-7.58289
-1.2205	1.2399	-6.46247	-4.87738	-6.46247
-2.1181	0.0657	-11.13266	-1.36108	-4.02045
-2.35818	-1.2867	-5.33465	-0.32789	-4.80831
-0.58199	-0.9345	-9.23564	-2.8224	-10.71144
-4.02454	-1.9196	-8.8836	-5.21225	-8.8836
-2.01867	-2.3116	-7.52046	-2.2734	-3.01141
-3.50819	-4.8533	-7.68908	-2.36132	-2.85246
-3.86462	-0.8937	-5.28296	0.74656	-3.8664
-0.51157	-2.1721	-10.00833	-0.15618	-10.13728
-1.55475	-0.8169	-5.24782	0.2985	-1.30746
-3.77916	-4.9229	-11.95345	-3.41974	-12.28284
0.80349	-1.5211	-11.04031	-1.22255	-8.95483
-2.9736	0.0897	-8.58582	0.34356	-8.58582
-3.94787	0.3529	-9.44574	-2.97796	-9.60527
-2.13459	-0.354	-3.55905	-2.15567	-2.62729
-2.76646	-1.2287	-5.76199	-2.15917	-3.59527
-2.51604	0.2411	-11.59564	-1.03417	-10.25309
-1.91358	-2.3476	-5.41878	-4.64227	-5.52687
-0.19583	-0.8284	-6.40927	-1.47005	-1.76743
-0.5274	1.2547	-10.49167	-0.80916	-10.49167
-4.09449	-2.0251	-7.1794	-0.55533	-7.1794
-1.70723	-1.8613	-10.71561	-1.13712	-10.71561
-3.50978	0.4976	-8.79253	-1.24628	-8.79253
-2.61338	0.7729	-10.96072	-2.56617	-10.96072
-1.62747	0.9487	-12.63901	-1.68567	-12.63901
-2.85562	-1.0214	-7.75909	-0.4324	-7.75909
-1.10609	-1.6586	-5.27579	2.388	-5.27579
-2.77753	-1.581	-9.50054	-2.07433	-3.63366
0.07555	-0.4418	-6.42275	-1.66412	-2.63759
-1.02779	0.544	-11.77082	-1.36284	-11.86144
-2.37699	-2.436	-8.01769	-1.11282	-4.05319
-1.83782	-2.4133	-5.18083	1.49712	-2.09742
-2.98906	-2.8311	-8.258	-0.90089	-8.75873
-1.44993	0.1049	-8.85207	-0.37391	-4.95613
-1.04692	0.4541	-11.96213	-2.53536	-11.96213
-1.16446	-0.0328	-9.29938	-0.2808	-7.79575
-0.80757	-0.5929	-4.45537	-0.49236	-4.45537
-2.84706	-2.3907	-4.50539	-1.81822	-4.50539
-1.40973	0.1965	-4.89819	-1.34793	-4.52206
-1.469	-0.5618	-10.88643	-2.04122	-10.88643
-0.40534	-1.9095	-25.69803	-3.24013	-25.69803
-1.78549	-0.8833	-19.90594	-3.89692	-16.70538
-0.82201	-1.6768	-13.84161	-0.08554	-13.8894
-1.23142	-1.5666	-15.68406	-1.16885	-15.68406
-1.08022	-1.2999	-9.35912	0.27242	-9.35912
-2.46097	-1.926	-8.33962	-1.23659	-8.95785
-3.62604	-1.2108	-4.05687	-0.54813	-3.61569
-2.5657	0.6786	-4.94086	-3.68272	-4.1127
-2.04888	-1.1116	-11.12536	-2.70557	-13.4044
-2.25267	-0.2128	-4.35938	-3.02548	-3.08215
-0.85166	-1.2438	-11.90377	-4.16737	-11.90377
-3.30617	-3.7581	-13.73172	-2.21915	-12.51663
-1.46835	-2.092	-9.33692	-2.8227	-9.33692
-0.48636	-0.494	-11.57429	-5.16815	-15.32438
-2.18727	-0.3353	-9.34154	-3.31501	-9.14054
-1.11656	-0.8745	-12.72597	-2.56259	-8.21923
-1.93492	-1.8721	-12.27584	-3.94579	-14.02102
-0.51807	-1.5663	-14.01756	-3.13385	-14.01756
-0.29416	1.9384	-15.26259	-3.43591	-9.52395
-3.11725	-2.3419	-14.28259	-2.45921	-14.28259
-0.11479	0.579	-13.73087	-2.93185	-10.49456
-1.31291	0.5803	-16.72914	-1.52172	-9.67359
-2.20742	-0.2904	-19.40246	-3.38187	-14.50565
-0.97434	-0.1067	-8.06036	-0.84028	-8.06036
-0.37901	-0.5088	-4.423	-2.5881	-4.423
-2.29146	0.2329	-5.12447	-2.75923	-3.37802
-2.64692	-0.7391	-4.10965	-0.81137	-4.34158
-2.99389	-2.9352	-5.57421	-0.69194	-4.48704
-4.12123	-2.0399	-5.21727	-0.16362	-5.21727
-1.8263	-0.2403	-5.1094	0.19212	-3.22847
-4.40936	-2.7811	-5.47195	-1.62481	-4.22509
-1.5476	-2.0679	-3.35825	-1.53811	-3.35825
-1.42542	-0.6176	-1.86581	-0.27818	-1.90056
-1.87152	-0.6031	-5.25062	-1.64983	-5.25062
-0.50702	-2.3228	-4.56842	-0.04351	-4.56842
-4.32474	-3.1758	-6.33288	-1.32728	-4.01704
-2.02623	-1.0347	-4.13728	0.7717	-4.13728
-1.12601	-0.9597	-4.10806	-1.3484	-4.10806
-1.51302	1.6848	-4.99307	0.3447	-2.30453
-1.20958	-2.1199	-3.26557	-1.22555	-4.08047
-1.98666	0.0721	-4.56812	1.28038	-3.01113
-2.26553	0.084	-2.75159	-0.27423	-3.6002
-2.57857	-0.4632	-3.36449	-1.25193	-2.62572
