protein,predus,ispred,dockpred,rfscore,logreg
1MSP.A,0.10810810810810811,0.10810810810810811,0.48648648648648657,0.10810810810810811,0.5405405405405406
1NSE.A,0.4931506849315069,0.4931506849315069,0.6027397260273972,0.6027397260273972,0.6575342465753424
1OFU.A,0.27906976744186046,0.27906976744186046,0.4186046511627908,0.3255813953488372,0.5116279069767442
1ONE.A,0.38805970149253727,0.6567164179104478,0.5970149253731343,0.6865671641791046,0.6865671641791046
1PDK.A,0.5357142857142857,0.5714285714285714,0.35714285714285715,0.5714285714285714,0.6428571428571429
1PNK.A,0.4220183486238532,0.38532110091743116,0.38532110091743116,0.3669724770642202,0.4220183486238532
1PP2.L,0.3333333333333333,0.38095238095238104,0.42857142857142855,0.5238095238095238,0.4761904761904762
1PVH.B,0.17142857142857143,0.2857142857142857,0.05714285714285714,0.22857142857142856,0.2857142857142857
1QA9.A,0.5,0.05555555555555555,0,0.3888888888888889,0.5555555555555555
1QA9.B,0,0.3684210526315789,0,0,0.5789473684210527
1QAE.A,0.14634146341463414,0.04878048780487805,0.0975609756097561,0.1951219512195122,0.14634146341463414
1QAV.A,0.5142857142857142,0.6285714285714286,0.1714285714285714,0.5714285714285714,0.6857142857142856
1QAX.A,0.35398230088495575,0.4424778761061947,0.47787610619469023,0.47787610619469023,0.4601769911504425
1QBI.A,0.3137254901960785,0.627450980392157,0.5098039215686274,0.627450980392157,0.627450980392157
1QFE.A,0.17142857142857143,0.2285714285714286,0.4,0.2285714285714286,0.4
1QFH.A,0.393939393939394,0.5757575757575758,0.6363636363636365,0.6363636363636365,0.6363636363636365
1QOR.A,0.5769230769230769,0.5384615384615384,0.7307692307692307,0.6538461538461537,0.7307692307692307
1REQ.A,0.34951456310679613,0.3883495145631068,0.05825242718446602,0.4077669902912621,0.3883495145631068
1RRP.A,0.4333333333333333,0.5,0.26666666666666666,0.5,0.5333333333333333
1S1Q.A,0.16666666666666666,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.4444444444444444
1SMP.I,0.22857142857142854,0.4571428571428571,0.5714285714285714,0.5142857142857143,0.5714285714285714
1SMT.A,0.2608695652173913,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.5652173913043478
1SOX.A,0.13559322033898305,0.23728813559322035,0.3728813559322034,0.30508474576271183,0.44067796610169496
1SPU.A,0.2631578947368421,0.3157894736842105,0,0.2236842105263158,0.3684210526315789
1STF.E,0.30769230769230765,0.30769230769230765,0.2564102564102564,0.358974358974359,0.358974358974359
1T6B.X,0.196078431372549,0.15686274509803919,0.15686274509803919,0.196078431372549,0.23529411764705882
1T6B.Y,0.1,0.35000000000000003,0.3,0.35000000000000003,0.4
1TCO.A,0.6538461538461537,0.5769230769230769,0.3846153846153846,0.5769230769230769,0.7307692307692307
1TGS.I,0.7272727272727274,0.6666666666666667,0.4242424242424242,0.6666666666666667,0.7272727272727274
1TMQ.A,0.3846153846153846,0.3461538461538462,0.3846153846153846,0.46153846153846156,0.46153846153846156
1TMQ.B,0.4615384615384615,0.6153846153846154,0.35897435897435903,0.5641025641025641,0.6153846153846154
1TRK.A,0.22857142857142856,0.4761904761904762,0.019047619047619046,0.3809523809523809,0.5333333333333332
1TX4.A,0,0.5909090909090909,0,0.5,0.5909090909090909
1UEA.A,0.33333333333333337,0.4583333333333333,0.37500000000000006,0.33333333333333337,0.4583333333333333
1US7.A,0.23529411764705882,0.2941176470588235,0.23529411764705882,0.35294117647058826,0.35294117647058826
1US7.B,0,0.2777777777777778,0,0.11111111111111112,0.3888888888888889
1VFB.A,0.5581395348837209,0.6046511627906976,0.6511627906976745,0.6046511627906976,0.6976744186046512
1VLT.A,0.5,0.3,0.35000000000000003,0.5,0.45
1VOK.A,0.30434782608695654,0.43478260869565216,0.5217391304347826,0.47826086956521735,0.5652173913043478
1WEJ.H,0.39130434782608686,0.26086956521739124,0.4782608695652174,0.43478260869565216,0.4782608695652174
1WGJ.A,0.43902439024390244,0.3902439024390244,0.5365853658536585,0.43902439024390244,0.5365853658536585
1WQ1.R,0.4,0.5,0.65,0.55,0.65
1XIK.A,0.43478260869565216,0.43478260869565216,0.4927536231884059,0.43478260869565216,0.43478260869565216
1XQS.A,0.3076923076923077,0.4230769230769231,0.4999999999999999,0.34615384615384615,0.4230769230769231
1XSO.A,0.43750000000000006,0.43750000000000006,0.43750000000000006,0.43750000000000006,0.43750000000000006
1YCS.A,0.30769230769230765,0.05128205128205127,0,0.10256410256410255,0.30769230769230765
1YPI.A,0.4615384615384615,0.576923076923077,0.4999999999999999,0.6538461538461539,0.6153846153846154
1YVE.I,0.4666666666666667,0.23333333333333334,0,0.26666666666666666,0.5
1ZBD.A,0.39999999999999997,0.4444444444444444,0.6222222222222222,0.5333333333333333,0.6222222222222222
1ZHH.A,0.4,0.4444444444444445,0.13333333333333333,0.4444444444444445,0.4444444444444445
1ZHI.A,0.2702702702702703,0.2702702702702703,0.21621621621621623,0.3243243243243243,0.2702702702702703
1ZHI.B,0.12121212121212122,0.42424242424242425,0.24242424242424243,0.42424242424242425,0.42424242424242425
2A5T.A,0.15,0.4,0.35,0.35,0.5
2A5T.B,0.08888888888888889,0.2222222222222222,0.13333333333333333,0.3111111111111111,0.13333333333333333
2AAI.A,0.1818181818181818,0.3272727272727273,0.2909090909090909,0.3636363636363636,0.4
2AE2.A,0.16666666666666669,0.33333333333333337,0.25,0.25,0.16666666666666669
2AJF.E,0.5263157894736842,0.5263157894736842,0.4736842105263157,0.5263157894736842,0.5263157894736842
2B42.A,0.4230769230769231,0.34615384615384615,0.4230769230769231,0.4230769230769231,0.46153846153846156
2B42.B,0.3333333333333333,0.3333333333333333,0.4583333333333333,0.375,0.4166666666666667
2B4J.C,0.39999999999999997,0.4666666666666667,0.19999999999999998,0.39999999999999997,0.5333333333333333
2BTF.A,0.3921568627450981,0.0784313725490196,0.4705882352941177,0.3529411764705882,0.5490196078431373
2BTF.P,0.18604651162790697,0.37209302325581395,0.046511627906976744,0.32558139534883723,0.32558139534883723
2C0L.A,0.12000000000000001,0.19999999999999998,0.36,0.24000000000000002,0.36
2CFH.C,0.3888888888888889,0.33333333333333337,0.5,0.4444444444444444,0.5555555555555556
2FD6.H,0.44897959183673464,0.32653061224489793,0.28571428571428575,0.5306122448979592,0.5306122448979592
2HDH.A,0.3829787234042554,0.3829787234042554,0.5531914893617021,0.425531914893617,0.3829787234042554
2HHM.A,0.19607843137254902,0.5098039215686274,0.6666666666666666,0.5490196078431373,0.588235294117647
2HLE.B,0.47368421052631576,0.47368421052631576,0.5263157894736842,0.5789473684210525,0.5263157894736842
2HQS.A,0.15686274509803924,0.35294117647058826,0.07843137254901962,0.15686274509803924,0.23529411764705885
2HRK.B,0.5,0.3125,0.375,0.5,0.5
2J0T.A,0.27272727272727276,0.27272727272727276,0.3636363636363637,0.3181818181818182,0.4545454545454546
2J0T.D,0.6111111111111112,0.2777777777777778,0.3333333333333333,0.5555555555555556,0.6111111111111112
2NAC.A,0.49438202247191004,0.49438202247191004,0.5393258426966292,0.5617977528089888,0.5842696629213484
2O3B.A,0.18604651162790697,0.6511627906976745,0.13953488372093023,0.41860465116279066,0.6511627906976745
2PCB.A,0.27027027027027023,0.2162162162162162,0.2162162162162162,0.27027027027027023,0.27027027027027023
2PFL.A,0.360655737704918,0.26229508196721313,0,0.2950819672131147,0.49180327868852464
2PTC.I,0.4999999999999999,0.5714285714285715,0.35714285714285715,0.5714285714285715,0.5714285714285715
2SIC.E,0.4782608695652174,0.5217391304347826,0.3043478260869565,0.5652173913043479,0.5652173913043479
2SIC.I,0.6285714285714286,0.5142857142857142,0.4571428571428572,0.6285714285714286,0.6285714285714286
2UTG.A,0.5714285714285714,0.4571428571428571,0.4571428571428571,0.6857142857142857,0.6857142857142857
2VDB.A,0,0.04,0.08,0.04,0.12000000000000001
2VIS.A,0.3404255319148936,0.3829787234042553,0.5106382978723404,0.4680851063829787,0.5106382978723404
2VXT.H,0.5000000000000001,0.16666666666666666,0.41666666666666663,0.41666666666666663,0.45833333333333337
2W9E.H,0.5,0.3846153846153846,0.6538461538461539,0.5384615384615384,0.6538461538461539
3AAA.C,0.34285714285714286,0.2285714285714286,0.5714285714285715,0.5142857142857142,0.5714285714285715
3BIW.A,0.1818181818181818,0.0909090909090909,0.13636363636363638,0.22727272727272727,0.22727272727272727
3BX7.A,0.37209302325581395,0.4651162790697674,0.6976744186046512,0.5581395348837209,0.6976744186046512
3BX7.C,0.45,0.5,0.4,0.5499999999999999,0.6
3C98.A,0.15625,0.28125,0.5,0.375,0.53125
3DAW.A,0.6037735849056605,0.37735849056603776,0.4150943396226416,0.490566037735849,0.5283018867924527
3DAW.B,0.39024390243902435,0.43902439024390244,0.6829268292682927,0.48780487804878053,0.6341463414634146
3EO1.A,0.2553191489361702,0.2978723404255319,0.4680851063829787,0.42553191489361697,0.4680851063829787
3EOA.L,0.3043478260869565,0.39130434782608703,0.5217391304347826,0.5217391304347826,0.5217391304347826
3F1P.A,0.43243243243243246,0.2702702702702703,0.7027027027027027,0.5945945945945945,0.6486486486486487
3F1P.B,0.5238095238095238,0.3333333333333333,0.5238095238095238,0.4761904761904762,0.619047619047619
3G6D.L,0.4,0.36,0.6,0.5599999999999999,0.5599999999999999
3HHR.A,0.20833333333333334,0.375,0.16666666666666666,0.3333333333333333,0.3333333333333333
3HI6.X,0.48000000000000004,0.4,0.52,0.48000000000000004,0.52
3HMX.L,0.588235294117647,0.3529411764705882,0.5490196078431373,0.588235294117647,0.5490196078431373
3L5W.L,0.39999999999999997,0.26666666666666666,0.4444444444444445,0.39999999999999997,0.4444444444444445
3MXW.L,0.4897959183673469,0.28571428571428575,0.40816326530612246,0.44897959183673464,0.4897959183673469
3R9A.B,0.29166666666666663,0.29166666666666663,0,0.25,0.5
3RVW.C,0.5106382978723405,0.3404255319148936,0.5531914893617021,0.4255319148936171,0.5106382978723405
3S9D.B,0.35000000000000003,0.4,0.1,0.3,0.55
3SZK.E,0.21621621621621623,0.21621621621621623,0.3783783783783784,0.3783783783783784,0.3783783783783784
3SZK.F,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.3888888888888889,0.5
3TMK.A,0.30769230769230765,0.30769230769230765,0,0.30769230769230765,0.358974358974359
3V6Z.A,0.5,0.25,0.7142857142857142,0.5,0.7142857142857142
3VLB.A,0.041666666666666664,0.25000000000000006,0,0.20833333333333331,0.25000000000000006
3VLB.B,0.044444444444444446,0.35555555555555557,0.22222222222222224,0.35555555555555557,0.5333333333333333
4DN4.L,0.5416666666666667,0.45833333333333326,0.5416666666666667,0.5416666666666667,0.5416666666666667
4FQI.H,0.43478260869565216,0.43478260869565216,0.30434782608695654,0.43478260869565216,0.39130434782608686
4G6J.H,0.36000000000000004,0.4,0.6,0.52,0.6
4G6M.H,0.5,0.4166666666666667,0.5,0.4166666666666667,0.4166666666666667
4JCV.E,0.25000000000000006,0.15,0.35,0.35,0.4
4M76.B,0.42105263157894735,0.3684210526315789,0.3157894736842105,0.4736842105263157,0.4736842105263157
4MDH.A,0.4827586206896552,0.4482758620689655,0.4827586206896552,0.5172413793103449,0.4827586206896552
4SGB.I,0.08,0.39999999999999997,0.16,0.32,0.39999999999999997
4XXH.A,0.375,0.5,0.45833333333333337,0.625,0.5833333333333334
7CEI.A,0.3428571428571428,0.5714285714285714,0.7428571428571429,0.6857142857142856,0.7428571428571429
7CEI.B,0.22857142857142856,0.45714285714285713,0.22857142857142856,0.45714285714285713,0.5142857142857143
