,predus_FPR,predus_TPR,ispred_TPR,ispred_FPR,dockpred_TPR,dockpred_FPR,rfscore_TPR,rfscore_FPR,logreg_TPR,logreg_FPR
0.26,0.04414068831379329,0.301436515291937,0.6434198331788693,0.1457669241990383,0.4474050046339203,0.09294577412790174,0.4772937905468026,0.053865686963099034,0.5880444856348471,0.03742323554306914
0.27,0.04327624398941056,0.2942539388322521,0.6385542168674698,0.1426873412934248,0.4318813716404078,0.08862355250598808,0.46107506950880445,0.05046193743584202,0.5797034291010195,0.03582041169160949
0.28,0.04102508689466386,0.2824374420759963,0.6360055607043559,0.14002197129324473,0.42168674698795183,0.08466151601923388,0.44810009267840595,0.04718425270589083,0.5692771084337349,0.03463180074558323
0.29,0.03634268013759072,0.2567191844300278,0.633920296570899,0.13748266609037044,0.41334569045412417,0.08096961838384929,0.4330398517145505,0.044050642030003424,0.5576923076923077,0.03333513425900913
0.3,0.03547823581320799,0.25393883225208524,0.6285912882298424,0.13501539791452807,0.4052363299351251,0.07752985034307634,0.4209916589434662,0.04124119797575954,0.5509731232622799,0.03196643074540314
0.31,0.03425360635366578,0.2458294717330862,0.6253475440222428,0.1328002593332973,0.3943466172381835,0.07427017486988312,0.4068582020389249,0.0382696706106939,0.5435588507877664,0.030813838312892826
0.32,0.033245087975219266,0.24073215940685821,0.6221037998146431,0.1304230374412448,0.38067655236329934,0.07119059196426963,0.39411492122335495,0.03637869865110667,0.5349860982391103,0.02971527365065644
0.33,0.031714301150791505,0.23679332715477294,0.6193234476367007,0.12784771372485457,0.37187210379981467,0.06823707385596196,0.38113994439295645,0.03439768040772957,0.5264133456904542,0.028436616420840312
0.34,0.03155221783996975,0.23517145505097312,0.6167747914735866,0.12561456588686584,0.36051899907321594,0.0656257316260558,0.3674698795180723,0.03218254182649882,0.518303985171455,0.027266014731572027
0.35,0.030921893853440668,0.2314643188137164,0.6132993512511585,0.12356151061645686,0.35032437442076,0.06323050047724531,0.3556533827618165,0.030219532839879697,0.5092678405931418,0.02622147783960956
0.36,0.03018351432636375,0.22822057460611678,0.6102873030583874,0.12161651088659571,0.3392029657089898,0.06027698236893764,0.34360518999073214,0.028400597907324365,0.5018535681186284,0.02523096871792101
0.37,0.029463144056044808,0.22381835032437442,0.6077386468952733,0.11963549264321861,0.3287766450417053,0.05788175122012715,0.33109360518999076,0.02703189439371837,0.4951343836886006,0.024204441082716518
0.38,0.02804041277216489,0.21478220574606116,0.6047265987025023,0.11783456696742126,0.3220574606116775,0.055360455274010845,0.32020389249304915,0.025303005744952905,0.48586654309545874,0.02337601527184973
0.39,0.027500135069425686,0.21084337349397592,0.6024096385542169,0.11581753021052821,0.31371640407784984,0.05267707601707278,0.30815569972196477,0.02416842256920057,0.47706209453197407,0.022241432096097392
0.4,0.02672573702883282,0.20481927710843373,0.5989341983317887,0.11412466007527869,0.30444856348470806,0.05046193743584202,0.29355885078776645,0.022907774596142415,0.468952734012975,0.02135897851495669
0.41,0.02562717236659643,0.19601482854494903,0.5959221501390176,0.11252183622381905,0.2954124189063948,0.048264808111369246,0.28290083410565336,0.021647126623084264,0.4580630213160334,0.020332450879752193
0.42,0.024636663244907882,0.1897590361445783,0.5922150139017609,0.11070290129126371,0.2856811862835959,0.045833558449042806,0.2706209453197405,0.020350460136510165,0.4497219647822057,0.019251895474273778
0.43,0.02247555243395105,0.17817423540315105,0.5885078776645042,0.10910007743980406,0.2773401297497683,0.04361841986781206,0.25903614457831325,0.018909719595872277,0.4376737720111214,0.018459488176922938
0.44,0.021755182163632106,0.17191844300278036,0.5852641334569045,0.10731716102076468,0.2692307692307692,0.041799484935256724,0.24884151992585726,0.01746897905523439,0.4304911955514365,0.0176670808795721
0.45,0.021196895204134925,0.1696014828544949,0.5834105653382762,0.10569632791254704,0.26367006487488415,0.0398364759486376,0.23540315106580167,0.016100275541628396,0.4221501390176089,0.01676661804167342
0.46,0.01898175662290417,0.16172381835032437,0.5790083410565339,0.10420155960163524,0.255097312326228,0.03825166135393592,0.22659870250231695,0.015001710879392007,0.4128822984244671,0.015920182974048663
0.47,0.017234858717380733,0.15013901760889714,0.5762279888785913,0.10236461541232193,0.2453660797034291,0.03681092081329804,0.21825764596848934,0.013849118446881697,0.4029193697868397,0.015109766419939849
0.48,0.016748608784915447,0.1464318813716404,0.5739110287303059,0.10112197669602176,0.2391102873030584,0.03497397662398473,0.20852641334569044,0.01260647973058152,0.39202965708989806,0.014335368379346984
0.49,0.016496479190303816,0.14573679332715478,0.5715940685820204,0.09935706953374034,0.2319277108433735,0.033407171286041024,0.1974050046339203,0.011507915068345129,0.3841519925857275,0.013705044392817908
0.5,0.016100275541628396,0.14295644114921224,0.5678869323447636,0.0979523475066184,0.22451343836886006,0.03200244925891908,0.18674698795180722,0.010643470743962397,0.37650602409638556,0.013038701892772885
0.51,0.015758099663226898,0.13948100092678406,0.5639481000926784,0.09654762547949645,0.2205746061167748,0.03086786608316675,0.1758572752548656,0.009724998649305743,0.36677479147358666,0.012354350135969888
0.52,0.015487960811857295,0.13855421686746988,0.5609360518999074,0.09507086642534263,0.2129286376274328,0.02942712554252886,0.16519925857275256,0.008914582095196931,0.35704355885078776,0.011706016892682839
0.53,0.015001710879392007,0.13322520852641334,0.556997219647822,0.0935220703441569,0.20806302131603335,0.028148468312712734,0.15291936978683968,0.00821222108163596,0.3463855421686747,0.011039674392637816
0.54,0.014569488717200641,0.12928637627432807,0.5542168674698795,0.092081329803519,0.20273401297497684,0.02703189439371837,0.1452734012974977,0.007779998919444595,0.3396663577386469,0.010787544798026185
0.55,0.014299349865831036,0.1274328081556997,0.5509731232622799,0.09062258000612315,0.19717330861909174,0.025807264934176167,0.1329935125115848,0.007023610135609704,0.3313253012048193,0.010175230068255083
0.56,0.014047220271219407,0.126274328081557,0.5479610750695088,0.08927188574927512,0.19138090824837814,0.024744718785455724,0.12001853568118628,0.00630323986529076,0.3215940685820204,0.009670970879031822
0.57,0.01361499810902804,0.11793327154772938,0.5447173308619092,0.08792119149242711,0.18582020389249304,0.023610135609703386,0.1102873030583874,0.005528841824697895,0.314643188137164,0.009166711689808562
0.58,0.013326850000900463,0.11422613531047265,0.541241890639481,0.08649846020854719,0.17863762743280814,0.02276370054207863,0.09986098239110287,0.005006573378716661,0.3076923076923077,0.008752498784375168
0.59,0.0131647666900787,0.11283595922150139,0.5375347544022243,0.08503971041115133,0.17238183503243745,0.022043330271759684,0.09314179796107507,0.004520323446251373,0.3005097312326228,0.008428332162731644
0.6,0.012174257568390152,0.1082020389249305,0.5342910101946247,0.08385109946512508,0.16728452270620944,0.021106848920345058,0.08317886932344763,0.004178147567849875,0.2917052826691381,0.00801411925729825
0.61,0.01176004466295676,0.10287303058387395,0.5291936978683967,0.08257244223530895,0.1607970342910102,0.020152358312172457,0.07692307692307693,0.0037819439191744556,0.28382761816496754,0.007563887838348911
0.62,0.010841572568300106,0.0963855421686747,0.525949953660797,0.08116772020818701,0.15477293790546803,0.019233886217515803,0.06835032437442076,0.003583842094836746,0.27664504170528265,0.007293748986979307
0.63,0.01021124858177103,0.09221501390176089,0.5236329935125116,0.07951086858645344,0.1494439295644115,0.018531525203954832,0.06209453197405004,0.0032416662164352476,0.27224281742354034,0.00700560087885173
0.64,0.009923100473643453,0.09059314179796107,0.5208526413345691,0.07826822987015326,0.14411492122335495,0.017937219730941704,0.05468025949953661,0.0029895366218236174,0.2666821130676552,0.006699443513966179
0.65,0.00950888756821006,0.08480074142724744,0.5157553290083411,0.0768094800727574,0.1417979610750695,0.01656851621733571,0.04610750695088044,0.0027554162839699605,0.25857275254865614,0.006429304662596574
0.66,0.00920273020332451,0.08341056533827618,0.5115848007414272,0.07562086912673115,0.13646895273401297,0.01570407189295298,0.03985171455050973,0.002341203378536568,0.25301204819277107,0.0061591658112269704
0.67,0.008770508041133142,0.07924003707136237,0.5074142724745134,0.07410809155906135,0.13276181649675625,0.014605507230716588,0.03614457831325301,0.001981018243377096,0.24930491195551435,0.005816989932825472
0.68,0.008140184054604066,0.0757645968489342,0.5037071362372567,0.07261332324814955,0.1278962001853568,0.013687035136059934,0.03151065801668211,0.001836944189313307,0.24304911955514366,0.005564860338213842
0.69,0.007942082230266358,0.07530120481927711,0.4988415199258573,0.07117258270751166,0.123725671918443,0.012840600068435175,0.02571825764596849,0.0015848145947016767,0.23725671918443003,0.005240693716570317
0.7,0.007617915608622832,0.07228915662650602,0.4939759036144578,0.07027211986961299,0.12001853568118628,0.012102220541358259,0.023169601482854494,0.0013687035136059934,0.2310009267840593,0.0049165270949267925
0.71,0.0067174527707241525,0.0669601482854495,0.49003707136237257,0.06920957372089254,0.11631139944392957,0.011435878041313236,0.01830398517145505,0.0011886109460262574,0.22497683039851715,0.004592360473283268
0.72,0.006627406486934284,0.0664967562557924,0.4856348470806302,0.0678768887208025,0.11190917516218721,0.010823563311542132,0.013901760889712697,0.000990509121688548,0.21825764596848934,0.004286203108397717
0.73,0.006483332432870495,0.06510658016682114,0.48053753475440225,0.06661624074774435,0.1077386468952734,0.010301294865560898,0.011353104726598702,0.0009004628378986799,0.21269694161260427,0.004016064257028112
0.74,0.006267221351774812,0.06371640407784986,0.4749768303985171,0.06515749095034848,0.10356811862835959,0.00990509121688548,0.009499536607970344,0.0007383795270769175,0.206209453197405,0.003817962432690403
0.75,0.006195184324742918,0.06232622798887859,0.4691844300278035,0.06375276892322654,0.09986098239110287,0.009292776487114377,0.007182576459684893,0.0006123147297711024,0.19879518072289157,0.003691897635384588
0.76,0.005708934392277631,0.058155699721964785,0.46316033364226133,0.06225800061231473,0.09406858202038924,0.008788517297891115,0.005329008341056534,0.00046824067570731354,0.1932344763670065,0.00340374952725701
0.77,0.005168656689538423,0.053985171455050975,0.45968489341983315,0.061087398923046446,0.08943466172381835,0.00841032290597367,0.004170528266913809,0.00041421290543339277,0.1872103799814643,0.0032596754731932212
0.78,0.005150647432780449,0.053521779425393885,0.4520389249304912,0.05955661209861869,0.08572752548656164,0.007996110000540277,0.0027803521779425394,0.00036018513515947195,0.18072289156626506,0.003133610675887406
0.79,0.005060601148990581,0.05259499536607971,0.4469416126042632,0.0578457327066112,0.08271547729379054,0.007581897095106885,0.0023169601482854493,0.00023412033785365677,0.17516218721038,0.0029355088515496965
0.8,0.005060601148990581,0.05213160333642261,0.44184430027803523,0.05609883480108776,0.07924003707136237,0.007059628649125651,0.0011584800741427247,0.0001440740540637888,0.1705282669138091,0.002737407027211987
0.81,0.004880508581410845,0.05097312326227989,0.43582020389249304,0.05476614980099771,0.07692307692307693,0.006609397230176311,0.0009267840593141798,0.00010805554054784159,0.16612604263206673,0.002467268175842383
0.82,0.00475444378410503,0.04958294717330862,0.4309545875810936,0.052983233381958324,0.07460611677479147,0.006123147297711023,0.0006950880444856349,7.20370270318944e-05,0.16126042632066728,0.002377221892052515
0.83,0.004664397500315162,0.04911955514365153,0.4237720111214087,0.051380409530498675,0.07182576459684893,0.005816989932825472,0.0006950880444856349,5.4027770273920795e-05,0.15639481000926783,0.0020350460136510165
0.84,0.004628378986799215,0.048887859128822986,0.4165894346617238,0.04974156716552308,0.06742354031510658,0.005492823311181947,0.00023169601482854495,3.60185135159472e-05,0.15013901760889714,0.0018729627028292541
0.85,0.0045563419597673205,0.04819277108433735,0.4101019462465246,0.04786860446269382,0.06441149212233549,0.005240693716570317,0.00023169601482854495,1.80092567579736e-05,0.14318813716404077,0.0017829164190393861
0.86,0.004448286419219479,0.045644114921223354,0.40013901760889714,0.04608568804365444,0.061631139944392954,0.005042591892232607,0.00023169601482854495,0.0,0.1371640407784986,0.0014947683109118087
0.87,0.004340230878671637,0.04494902687673772,0.3897126969416126,0.04403263277324545,0.057460611677479144,0.0047184252705890824,0.00023169601482854495,0.0,0.1278962001853568,0.001386712770363967
0.88,0.00430421236515569,0.04448563484708063,0.37812789620018533,0.04224971635420606,0.053985171455050975,0.004412267905703531,0.00023169601482854495,0.0,0.12001853568118628,0.001296666486574099
0.89,0.004016064257028112,0.04286376274328082,0.3658480074142725,0.03994453148918544,0.051899907321594066,0.004232175338123796,0.00023169601482854495,0.0,0.11306765523632993,0.0012606479730581518
0.9,0.0038899994597222974,0.04240037071362372,0.35495829471733087,0.03760332811064887,0.04865616311399444,0.004016064257028112,0.00023169601482854495,0.0,0.10704355885078777,0.001116573918994363
0.91,0.00385398094620635,0.04216867469879518,0.34151992585727525,0.035316152502386226,0.04633920296570899,0.0037819439191744556,0.00023169601482854495,0.0,0.1031047265987025,0.000990509121688548
0.92,0.003673888378626614,0.040546802594995365,0.32506950880444857,0.03286689358330182,0.04355885078776645,0.0035298143245628254,0.0,0.0,0.09731232622798888,0.0009004628378986799
0.93,0.003331712500225116,0.036376274328081555,0.30792400370713624,0.030651755002071065,0.040546802594995365,0.0032056477029193007,0.0,0.0,0.09128822984244671,0.0006663425000450232
0.94,0.003187638446161327,0.035912882298424466,0.28637627432808155,0.027842310947827183,0.03822984244670992,0.003097592162371459,0.0,0.0,0.08619091751621873,0.0005222684459812344
0.95,0.00315161993264538,0.03568118628359592,0.2606580166821131,0.024420552163812198,0.037303058387395734,0.0028814810812757756,0.0,0.0,0.08063021316033364,0.00045023141894933995
0.96,0.0030615736488555116,0.03475440222428174,0.22520852641334568,0.020242404595962323,0.0345227062094532,0.0027193977704540132,0.0,0.0,0.07182576459684893,0.00032416662164352477
0.97,0.002917499594791723,0.033364226135310475,0.17608897126969417,0.015578007095647163,0.03266913809082484,0.0025032866893583304,0.0,0.0,0.0639481000926784,0.00023412033785365677
0.98,0.002791434797485908,0.03313253012048193,0.11862835959221502,0.009544906081726007,0.031278962001853566,0.002377221892052515,0.0,0.0,0.05583873957367933,0.0001981018243377096
0.99,0.002791434797485908,0.0319740500463392,0.04077849860982391,0.0028094440542438814,0.028498609823911027,0.0022691663515046734,0.0,0.0,0.04286376274328082,9.004628378986799e-05
1.0,0.0026833792569380664,0.03104726598702502,0.0004633920296570899,0.0,0.026181649675625578,0.0019990275001350692,0.0,0.0,0.0018535681186283596,0.0
1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
